snapshot_id,website_id,snapshot_version,snapshot_timestamp_iso,version_count_at_snapshot,latest_release_version,stale_eligible,split
SNAP-W074-V05,W074,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W074-V06,W074,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W074-V07,W074,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W074-V08,W074,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W074-V09,W074,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W075-V01,W075,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W075-V02,W075,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W075-V03,W075,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W075-V04,W075,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W075-V05,W075,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W075-V06,W075,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W075-V07,W075,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W075-V08,W075,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W075-V09,W075,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W076-V01,W076,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W076-V02,W076,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W076-V03,W076,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W076-V04,W076,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W076-V05,W076,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W076-V06,W076,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W076-V07,W076,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W076-V08,W076,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W076-V09,W076,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W077-V01,W077,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W077-V02,W077,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W077-V03,W077,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W077-V04,W077,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W077-V05,W077,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W077-V06,W077,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W077-V07,W077,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W077-V08,W077,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W077-V09,W077,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W078-V01,W078,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W078-V02,W078,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W078-V03,W078,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W078-V04,W078,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W078-V05,W078,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W078-V06,W078,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W078-V07,W078,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W078-V08,W078,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W078-V09,W078,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W079-V01,W079,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W079-V02,W079,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W079-V03,W079,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W079-V04,W079,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W079-V05,W079,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W079-V06,W079,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W079-V07,W079,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W079-V08,W079,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W079-V09,W079,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W080-V01,W080,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W080-V02,W080,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W080-V03,W080,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W080-V04,W080,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W080-V05,W080,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W080-V06,W080,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W080-V07,W080,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W080-V08,W080,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W080-V09,W080,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W081-V01,W081,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W081-V02,W081,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W081-V03,W081,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W081-V04,W081,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W081-V05,W081,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W081-V06,W081,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W081-V07,W081,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W081-V08,W081,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W081-V09,W081,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W082-V01,W082,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W082-V02,W082,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W082-V03,W082,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W082-V04,W082,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W082-V05,W082,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W082-V06,W082,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W082-V07,W082,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W082-V08,W082,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W082-V09,W082,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W083-V01,W083,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W083-V02,W083,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W083-V03,W083,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W083-V04,W083,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W083-V05,W083,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W083-V06,W083,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W083-V07,W083,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W083-V08,W083,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W083-V09,W083,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W084-V01,W084,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W084-V02,W084,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W084-V03,W084,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W084-V04,W084,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W084-V05,W084,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W084-V06,W084,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W084-V07,W084,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W084-V08,W084,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W084-V09,W084,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W085-V01,W085,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W085-V02,W085,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W085-V03,W085,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W085-V04,W085,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W085-V05,W085,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W085-V06,W085,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W085-V07,W085,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W085-V08,W085,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W085-V09,W085,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W086-V01,W086,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W086-V02,W086,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W086-V03,W086,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W086-V04,W086,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W086-V05,W086,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W086-V06,W086,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W086-V07,W086,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W086-V08,W086,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W086-V09,W086,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W087-V01,W087,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W087-V02,W087,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W087-V03,W087,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W087-V04,W087,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W087-V05,W087,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W087-V06,W087,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W087-V07,W087,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W087-V08,W087,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W087-V09,W087,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W088-V01,W088,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W088-V02,W088,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W088-V03,W088,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W088-V04,W088,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W088-V05,W088,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W088-V06,W088,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W088-V07,W088,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W088-V08,W088,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W088-V09,W088,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W089-V01,W089,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W089-V02,W089,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W089-V03,W089,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W089-V04,W089,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W089-V05,W089,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W089-V06,W089,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W089-V07,W089,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W089-V08,W089,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W089-V09,W089,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W090-V01,W090,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W090-V02,W090,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W090-V03,W090,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W090-V04,W090,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W090-V05,W090,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W090-V06,W090,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W090-V07,W090,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W090-V08,W090,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W090-V09,W090,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W091-V01,W091,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W091-V02,W091,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W091-V03,W091,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W091-V04,W091,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W091-V05,W091,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W091-V06,W091,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W091-V07,W091,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W091-V08,W091,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W091-V09,W091,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W092-V01,W092,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W092-V02,W092,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W092-V03,W092,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W092-V04,W092,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W092-V05,W092,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W092-V06,W092,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W092-V07,W092,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W092-V08,W092,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W092-V09,W092,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W093-V01,W093,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W093-V02,W093,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W093-V03,W093,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W093-V04,W093,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W093-V05,W093,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W093-V06,W093,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W093-V07,W093,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W093-V08,W093,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W093-V09,W093,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W094-V01,W094,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W094-V02,W094,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W094-V03,W094,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W094-V04,W094,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W094-V05,W094,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W094-V06,W094,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W094-V07,W094,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W094-V08,W094,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W094-V09,W094,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W095-V01,W095,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W095-V02,W095,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W095-V03,W095,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W095-V04,W095,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W095-V05,W095,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W095-V06,W095,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W095-V07,W095,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W095-V08,W095,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W095-V09,W095,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W096-V01,W096,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W096-V02,W096,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W096-V03,W096,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W096-V04,W096,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W096-V05,W096,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W096-V06,W096,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W096-V07,W096,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W096-V08,W096,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W096-V09,W096,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W097-V01,W097,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W097-V02,W097,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W097-V03,W097,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W097-V04,W097,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W097-V05,W097,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W097-V06,W097,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W097-V07,W097,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W097-V08,W097,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W097-V09,W097,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W098-V01,W098,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W098-V02,W098,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W098-V03,W098,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W098-V04,W098,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W098-V05,W098,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W098-V06,W098,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W098-V07,W098,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W098-V08,W098,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W098-V09,W098,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W099-V01,W099,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W099-V02,W099,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W099-V03,W099,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W099-V04,W099,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W099-V05,W099,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W099-V06,W099,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W099-V07,W099,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W099-V08,W099,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W099-V09,W099,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W100-V01,W100,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W100-V02,W100,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W100-V03,W100,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W100-V04,W100,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W100-V05,W100,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W100-V06,W100,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W100-V07,W100,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W100-V08,W100,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W100-V09,W100,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W101-V01,W101,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W101-V02,W101,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W101-V03,W101,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W101-V04,W101,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W101-V05,W101,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W101-V06,W101,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W101-V07,W101,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W101-V08,W101,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W101-V09,W101,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W102-V01,W102,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W102-V02,W102,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W102-V03,W102,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W102-V04,W102,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W102-V05,W102,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W102-V06,W102,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W102-V07,W102,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W102-V08,W102,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W102-V09,W102,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W103-V01,W103,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W103-V02,W103,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W103-V03,W103,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W103-V04,W103,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W103-V05,W103,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W103-V06,W103,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W103-V07,W103,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W103-V08,W103,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W103-V09,W103,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W104-V01,W104,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W104-V02,W104,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W104-V03,W104,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W104-V04,W104,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W104-V05,W104,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W104-V06,W104,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W104-V07,W104,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W104-V08,W104,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W104-V09,W104,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W105-V01,W105,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W105-V02,W105,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W105-V03,W105,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W105-V04,W105,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W105-V05,W105,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W105-V06,W105,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W105-V07,W105,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W105-V08,W105,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W105-V09,W105,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W106-V01,W106,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W106-V02,W106,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W106-V03,W106,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W106-V04,W106,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W106-V05,W106,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W106-V06,W106,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W106-V07,W106,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W106-V08,W106,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W106-V09,W106,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W107-V01,W107,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W107-V02,W107,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W107-V03,W107,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W107-V04,W107,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W107-V05,W107,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W107-V06,W107,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W107-V07,W107,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W107-V08,W107,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W107-V09,W107,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W108-V01,W108,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W108-V02,W108,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W108-V03,W108,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W108-V04,W108,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W108-V05,W108,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W108-V06,W108,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W108-V07,W108,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W108-V08,W108,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W108-V09,W108,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W109-V01,W109,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W109-V02,W109,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W109-V03,W109,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W109-V04,W109,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W109-V05,W109,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W109-V06,W109,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W109-V07,W109,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W109-V08,W109,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W109-V09,W109,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W110-V01,W110,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W110-V02,W110,V02,2026-01-08T00:00:00Z,2,V10,yes,train
SNAP-W110-V03,W110,V03,2026-01-15T00:00:00Z,3,V10,yes,train
SNAP-W110-V04,W110,V04,2026-01-22T00:00:00Z,4,V10,yes,train
SNAP-W110-V05,W110,V05,2026-01-29T00:00:00Z,5,V10,yes,train
SNAP-W110-V06,W110,V06,2026-02-05T00:00:00Z,6,V10,yes,train
SNAP-W110-V07,W110,V07,2026-02-12T00:00:00Z,7,V10,yes,train
SNAP-W110-V08,W110,V08,2026-02-19T00:00:00Z,8,V10,yes,train
SNAP-W110-V09,W110,V09,2026-02-26T00:00:00Z,9,V10,yes,train
SNAP-W111-V01,W111,V01,2026-01-01T00:00:00Z,1,V10,yes,train
SNAP-W111-V02,W111,V02,2026-01-08T00:00:00Z,2,V10,yes,train
