replacement_id,stale_test_id,website_id,page_id,snapshot_version,required_version,snapshot_chunk_ids,required_chunk_ids,chunk_replacement_plan_json,any_embedding_update_required,selective_replace_instruction,split
REP-ST0939-P05,ST0939,W139,P05,V02,V04,"W139_V02_P05_C1,W139_V02_P05_C2","W139_V04_P05_C1,W139_V04_P05_C2","[{""from_chunk_id"": ""W139_V02_P05_C1"", ""to_chunk_id"": ""W139_V04_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P05_C2"", ""to_chunk_id"": ""W139_V04_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P05_C1,W139_V02_P05_C2 with embeddings of W139_V04_P05_C1,W139_V04_P05_C2 for W139 P05 V02->V04.",train
REP-ST0939-P06,ST0939,W139,P06,V02,V04,"W139_V02_P06_C1,W139_V02_P06_C2","W139_V04_P06_C1,W139_V04_P06_C2","[{""from_chunk_id"": ""W139_V02_P06_C1"", ""to_chunk_id"": ""W139_V04_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P06_C2"", ""to_chunk_id"": ""W139_V04_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P06_C1,W139_V02_P06_C2 with embeddings of W139_V04_P06_C1,W139_V04_P06_C2 for W139 P06 V02->V04.",train
REP-ST0939-P07,ST0939,W139,P07,V02,V04,"W139_V02_P07_C1,W139_V02_P07_C2","W139_V04_P07_C1,W139_V04_P07_C2","[{""from_chunk_id"": ""W139_V02_P07_C1"", ""to_chunk_id"": ""W139_V04_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P07_C2"", ""to_chunk_id"": ""W139_V04_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P07_C1,W139_V02_P07_C2 with embeddings of W139_V04_P07_C1,W139_V04_P07_C2 for W139 P07 V02->V04.",train
REP-ST0939-P08,ST0939,W139,P08,V02,V04,"W139_V02_P08_C1,W139_V02_P08_C2","W139_V04_P08_C1,W139_V04_P08_C2","[{""from_chunk_id"": ""W139_V02_P08_C1"", ""to_chunk_id"": ""W139_V04_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P08_C2"", ""to_chunk_id"": ""W139_V04_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P08_C1,W139_V02_P08_C2 with embeddings of W139_V04_P08_C1,W139_V04_P08_C2 for W139 P08 V02->V04.",train
REP-ST0939-P09,ST0939,W139,P09,V02,V04,"W139_V02_P09_C1,W139_V02_P09_C2","W139_V04_P09_C1,W139_V04_P09_C2","[{""from_chunk_id"": ""W139_V02_P09_C1"", ""to_chunk_id"": ""W139_V04_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P09_C2"", ""to_chunk_id"": ""W139_V04_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P09_C1,W139_V02_P09_C2 with embeddings of W139_V04_P09_C1,W139_V04_P09_C2 for W139 P09 V02->V04.",train
REP-ST0939-P10,ST0939,W139,P10,V02,V04,"W139_V02_P10_C1,W139_V02_P10_C2","W139_V04_P10_C1,W139_V04_P10_C2","[{""from_chunk_id"": ""W139_V02_P10_C1"", ""to_chunk_id"": ""W139_V04_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W139_V02_P10_C2"", ""to_chunk_id"": ""W139_V04_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W139_V02_P10_C1,W139_V02_P10_C2 with embeddings of W139_V04_P10_C1,W139_V04_P10_C2 for W139 P10 V02->V04.",train
REP-ST0940-P01,ST0940,W140,P01,V03,V05,"W140_V03_P01_C1,W140_V03_P01_C2","W140_V05_P01_C1,W140_V05_P01_C2","[{""from_chunk_id"": ""W140_V03_P01_C1"", ""to_chunk_id"": ""W140_V05_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P01_C2"", ""to_chunk_id"": ""W140_V05_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P01_C1,W140_V03_P01_C2 with embeddings of W140_V05_P01_C1,W140_V05_P01_C2 for W140 P01 V03->V05.",train
REP-ST0940-P02,ST0940,W140,P02,V03,V05,"W140_V03_P02_C1,W140_V03_P02_C2","W140_V05_P02_C1,W140_V05_P02_C2","[{""from_chunk_id"": ""W140_V03_P02_C1"", ""to_chunk_id"": ""W140_V05_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P02_C2"", ""to_chunk_id"": ""W140_V05_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P02_C1,W140_V03_P02_C2 with embeddings of W140_V05_P02_C1,W140_V05_P02_C2 for W140 P02 V03->V05.",train
REP-ST0940-P03,ST0940,W140,P03,V03,V05,"W140_V03_P03_C1,W140_V03_P03_C2","W140_V05_P03_C1,W140_V05_P03_C2","[{""from_chunk_id"": ""W140_V03_P03_C1"", ""to_chunk_id"": ""W140_V05_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P03_C2"", ""to_chunk_id"": ""W140_V05_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P03_C1,W140_V03_P03_C2 with embeddings of W140_V05_P03_C1,W140_V05_P03_C2 for W140 P03 V03->V05.",train
REP-ST0940-P04,ST0940,W140,P04,V03,V05,"W140_V03_P04_C1,W140_V03_P04_C2","W140_V05_P04_C1,W140_V05_P04_C2","[{""from_chunk_id"": ""W140_V03_P04_C1"", ""to_chunk_id"": ""W140_V05_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P04_C2"", ""to_chunk_id"": ""W140_V05_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P04_C1,W140_V03_P04_C2 with embeddings of W140_V05_P04_C1,W140_V05_P04_C2 for W140 P04 V03->V05.",train
REP-ST0940-P05,ST0940,W140,P05,V03,V05,"W140_V03_P05_C1,W140_V03_P05_C2","W140_V05_P05_C1,W140_V05_P05_C2","[{""from_chunk_id"": ""W140_V03_P05_C1"", ""to_chunk_id"": ""W140_V05_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P05_C2"", ""to_chunk_id"": ""W140_V05_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P05_C1,W140_V03_P05_C2 with embeddings of W140_V05_P05_C1,W140_V05_P05_C2 for W140 P05 V03->V05.",train
REP-ST0940-P06,ST0940,W140,P06,V03,V05,"W140_V03_P06_C1,W140_V03_P06_C2","W140_V05_P06_C1,W140_V05_P06_C2","[{""from_chunk_id"": ""W140_V03_P06_C1"", ""to_chunk_id"": ""W140_V05_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P06_C2"", ""to_chunk_id"": ""W140_V05_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P06_C1,W140_V03_P06_C2 with embeddings of W140_V05_P06_C1,W140_V05_P06_C2 for W140 P06 V03->V05.",train
REP-ST0940-P07,ST0940,W140,P07,V03,V05,"W140_V03_P07_C1,W140_V03_P07_C2","W140_V05_P07_C1,W140_V05_P07_C2","[{""from_chunk_id"": ""W140_V03_P07_C1"", ""to_chunk_id"": ""W140_V05_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P07_C2"", ""to_chunk_id"": ""W140_V05_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P07_C1,W140_V03_P07_C2 with embeddings of W140_V05_P07_C1,W140_V05_P07_C2 for W140 P07 V03->V05.",train
REP-ST0940-P08,ST0940,W140,P08,V03,V05,"W140_V03_P08_C1,W140_V03_P08_C2","W140_V05_P08_C1,W140_V05_P08_C2","[{""from_chunk_id"": ""W140_V03_P08_C1"", ""to_chunk_id"": ""W140_V05_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P08_C2"", ""to_chunk_id"": ""W140_V05_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P08_C1,W140_V03_P08_C2 with embeddings of W140_V05_P08_C1,W140_V05_P08_C2 for W140 P08 V03->V05.",train
REP-ST0940-P09,ST0940,W140,P09,V03,V05,"W140_V03_P09_C1,W140_V03_P09_C2","W140_V05_P09_C1,W140_V05_P09_C2","[{""from_chunk_id"": ""W140_V03_P09_C1"", ""to_chunk_id"": ""W140_V05_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P09_C2"", ""to_chunk_id"": ""W140_V05_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P09_C1,W140_V03_P09_C2 with embeddings of W140_V05_P09_C1,W140_V05_P09_C2 for W140 P09 V03->V05.",train
REP-ST0940-P10,ST0940,W140,P10,V03,V05,"W140_V03_P10_C1,W140_V03_P10_C2","W140_V05_P10_C1,W140_V05_P10_C2","[{""from_chunk_id"": ""W140_V03_P10_C1"", ""to_chunk_id"": ""W140_V05_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W140_V03_P10_C2"", ""to_chunk_id"": ""W140_V05_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W140_V03_P10_C1,W140_V03_P10_C2 with embeddings of W140_V05_P10_C1,W140_V05_P10_C2 for W140 P10 V03->V05.",train
REP-ST0941-P01,ST0941,W141,P01,V04,V06,"W141_V04_P01_C1,W141_V04_P01_C2","W141_V06_P01_C1,W141_V06_P01_C2","[{""from_chunk_id"": ""W141_V04_P01_C1"", ""to_chunk_id"": ""W141_V06_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P01_C2"", ""to_chunk_id"": ""W141_V06_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P01_C1,W141_V04_P01_C2 with embeddings of W141_V06_P01_C1,W141_V06_P01_C2 for W141 P01 V04->V06.",train
REP-ST0941-P02,ST0941,W141,P02,V04,V06,"W141_V04_P02_C1,W141_V04_P02_C2","W141_V06_P02_C1,W141_V06_P02_C2","[{""from_chunk_id"": ""W141_V04_P02_C1"", ""to_chunk_id"": ""W141_V06_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P02_C2"", ""to_chunk_id"": ""W141_V06_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P02_C1,W141_V04_P02_C2 with embeddings of W141_V06_P02_C1,W141_V06_P02_C2 for W141 P02 V04->V06.",train
REP-ST0941-P03,ST0941,W141,P03,V04,V06,"W141_V04_P03_C1,W141_V04_P03_C2","W141_V06_P03_C1,W141_V06_P03_C2","[{""from_chunk_id"": ""W141_V04_P03_C1"", ""to_chunk_id"": ""W141_V06_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P03_C2"", ""to_chunk_id"": ""W141_V06_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P03_C1,W141_V04_P03_C2 with embeddings of W141_V06_P03_C1,W141_V06_P03_C2 for W141 P03 V04->V06.",train
REP-ST0941-P04,ST0941,W141,P04,V04,V06,"W141_V04_P04_C1,W141_V04_P04_C2","W141_V06_P04_C1,W141_V06_P04_C2","[{""from_chunk_id"": ""W141_V04_P04_C1"", ""to_chunk_id"": ""W141_V06_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P04_C2"", ""to_chunk_id"": ""W141_V06_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P04_C1,W141_V04_P04_C2 with embeddings of W141_V06_P04_C1,W141_V06_P04_C2 for W141 P04 V04->V06.",train
REP-ST0941-P05,ST0941,W141,P05,V04,V06,"W141_V04_P05_C1,W141_V04_P05_C2","W141_V06_P05_C1,W141_V06_P05_C2","[{""from_chunk_id"": ""W141_V04_P05_C1"", ""to_chunk_id"": ""W141_V06_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P05_C2"", ""to_chunk_id"": ""W141_V06_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P05_C1,W141_V04_P05_C2 with embeddings of W141_V06_P05_C1,W141_V06_P05_C2 for W141 P05 V04->V06.",train
REP-ST0941-P06,ST0941,W141,P06,V04,V06,"W141_V04_P06_C1,W141_V04_P06_C2","W141_V06_P06_C1,W141_V06_P06_C2","[{""from_chunk_id"": ""W141_V04_P06_C1"", ""to_chunk_id"": ""W141_V06_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P06_C2"", ""to_chunk_id"": ""W141_V06_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P06_C1,W141_V04_P06_C2 with embeddings of W141_V06_P06_C1,W141_V06_P06_C2 for W141 P06 V04->V06.",train
REP-ST0941-P07,ST0941,W141,P07,V04,V06,"W141_V04_P07_C1,W141_V04_P07_C2","W141_V06_P07_C1,W141_V06_P07_C2","[{""from_chunk_id"": ""W141_V04_P07_C1"", ""to_chunk_id"": ""W141_V06_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P07_C2"", ""to_chunk_id"": ""W141_V06_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P07_C1,W141_V04_P07_C2 with embeddings of W141_V06_P07_C1,W141_V06_P07_C2 for W141 P07 V04->V06.",train
REP-ST0941-P08,ST0941,W141,P08,V04,V06,"W141_V04_P08_C1,W141_V04_P08_C2","W141_V06_P08_C1,W141_V06_P08_C2","[{""from_chunk_id"": ""W141_V04_P08_C1"", ""to_chunk_id"": ""W141_V06_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P08_C2"", ""to_chunk_id"": ""W141_V06_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P08_C1,W141_V04_P08_C2 with embeddings of W141_V06_P08_C1,W141_V06_P08_C2 for W141 P08 V04->V06.",train
REP-ST0941-P09,ST0941,W141,P09,V04,V06,"W141_V04_P09_C1,W141_V04_P09_C2","W141_V06_P09_C1,W141_V06_P09_C2","[{""from_chunk_id"": ""W141_V04_P09_C1"", ""to_chunk_id"": ""W141_V06_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P09_C2"", ""to_chunk_id"": ""W141_V06_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P09_C1,W141_V04_P09_C2 with embeddings of W141_V06_P09_C1,W141_V06_P09_C2 for W141 P09 V04->V06.",train
REP-ST0941-P10,ST0941,W141,P10,V04,V06,"W141_V04_P10_C1,W141_V04_P10_C2","W141_V06_P10_C1,W141_V06_P10_C2","[{""from_chunk_id"": ""W141_V04_P10_C1"", ""to_chunk_id"": ""W141_V06_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W141_V04_P10_C2"", ""to_chunk_id"": ""W141_V06_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W141_V04_P10_C1,W141_V04_P10_C2 with embeddings of W141_V06_P10_C1,W141_V06_P10_C2 for W141 P10 V04->V06.",train
REP-ST0942-P01,ST0942,W142,P01,V05,V07,"W142_V05_P01_C1,W142_V05_P01_C2","W142_V07_P01_C1,W142_V07_P01_C2","[{""from_chunk_id"": ""W142_V05_P01_C1"", ""to_chunk_id"": ""W142_V07_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P01_C2"", ""to_chunk_id"": ""W142_V07_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P01_C1,W142_V05_P01_C2 with embeddings of W142_V07_P01_C1,W142_V07_P01_C2 for W142 P01 V05->V07.",train
REP-ST0942-P02,ST0942,W142,P02,V05,V07,"W142_V05_P02_C1,W142_V05_P02_C2","W142_V07_P02_C1,W142_V07_P02_C2","[{""from_chunk_id"": ""W142_V05_P02_C1"", ""to_chunk_id"": ""W142_V07_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P02_C2"", ""to_chunk_id"": ""W142_V07_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P02_C1,W142_V05_P02_C2 with embeddings of W142_V07_P02_C1,W142_V07_P02_C2 for W142 P02 V05->V07.",train
REP-ST0942-P03,ST0942,W142,P03,V05,V07,"W142_V05_P03_C1,W142_V05_P03_C2","W142_V07_P03_C1,W142_V07_P03_C2","[{""from_chunk_id"": ""W142_V05_P03_C1"", ""to_chunk_id"": ""W142_V07_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P03_C2"", ""to_chunk_id"": ""W142_V07_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P03_C1,W142_V05_P03_C2 with embeddings of W142_V07_P03_C1,W142_V07_P03_C2 for W142 P03 V05->V07.",train
REP-ST0942-P04,ST0942,W142,P04,V05,V07,"W142_V05_P04_C1,W142_V05_P04_C2","W142_V07_P04_C1,W142_V07_P04_C2","[{""from_chunk_id"": ""W142_V05_P04_C1"", ""to_chunk_id"": ""W142_V07_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P04_C2"", ""to_chunk_id"": ""W142_V07_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P04_C1,W142_V05_P04_C2 with embeddings of W142_V07_P04_C1,W142_V07_P04_C2 for W142 P04 V05->V07.",train
REP-ST0942-P05,ST0942,W142,P05,V05,V07,"W142_V05_P05_C1,W142_V05_P05_C2","W142_V07_P05_C1,W142_V07_P05_C2","[{""from_chunk_id"": ""W142_V05_P05_C1"", ""to_chunk_id"": ""W142_V07_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P05_C2"", ""to_chunk_id"": ""W142_V07_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P05_C1,W142_V05_P05_C2 with embeddings of W142_V07_P05_C1,W142_V07_P05_C2 for W142 P05 V05->V07.",train
REP-ST0942-P06,ST0942,W142,P06,V05,V07,"W142_V05_P06_C1,W142_V05_P06_C2","W142_V07_P06_C1,W142_V07_P06_C2","[{""from_chunk_id"": ""W142_V05_P06_C1"", ""to_chunk_id"": ""W142_V07_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P06_C2"", ""to_chunk_id"": ""W142_V07_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P06_C1,W142_V05_P06_C2 with embeddings of W142_V07_P06_C1,W142_V07_P06_C2 for W142 P06 V05->V07.",train
REP-ST0942-P07,ST0942,W142,P07,V05,V07,"W142_V05_P07_C1,W142_V05_P07_C2","W142_V07_P07_C1,W142_V07_P07_C2","[{""from_chunk_id"": ""W142_V05_P07_C1"", ""to_chunk_id"": ""W142_V07_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P07_C2"", ""to_chunk_id"": ""W142_V07_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P07_C1,W142_V05_P07_C2 with embeddings of W142_V07_P07_C1,W142_V07_P07_C2 for W142 P07 V05->V07.",train
REP-ST0942-P08,ST0942,W142,P08,V05,V07,"W142_V05_P08_C1,W142_V05_P08_C2","W142_V07_P08_C1,W142_V07_P08_C2","[{""from_chunk_id"": ""W142_V05_P08_C1"", ""to_chunk_id"": ""W142_V07_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P08_C2"", ""to_chunk_id"": ""W142_V07_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P08_C1,W142_V05_P08_C2 with embeddings of W142_V07_P08_C1,W142_V07_P08_C2 for W142 P08 V05->V07.",train
REP-ST0942-P09,ST0942,W142,P09,V05,V07,"W142_V05_P09_C1,W142_V05_P09_C2","W142_V07_P09_C1,W142_V07_P09_C2","[{""from_chunk_id"": ""W142_V05_P09_C1"", ""to_chunk_id"": ""W142_V07_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P09_C2"", ""to_chunk_id"": ""W142_V07_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P09_C1,W142_V05_P09_C2 with embeddings of W142_V07_P09_C1,W142_V07_P09_C2 for W142 P09 V05->V07.",train
REP-ST0942-P10,ST0942,W142,P10,V05,V07,"W142_V05_P10_C1,W142_V05_P10_C2","W142_V07_P10_C1,W142_V07_P10_C2","[{""from_chunk_id"": ""W142_V05_P10_C1"", ""to_chunk_id"": ""W142_V07_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W142_V05_P10_C2"", ""to_chunk_id"": ""W142_V07_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W142_V05_P10_C1,W142_V05_P10_C2 with embeddings of W142_V07_P10_C1,W142_V07_P10_C2 for W142 P10 V05->V07.",train
REP-ST0943-P01,ST0943,W143,P01,V06,V08,"W143_V06_P01_C1,W143_V06_P01_C2","W143_V08_P01_C1,W143_V08_P01_C2","[{""from_chunk_id"": ""W143_V06_P01_C1"", ""to_chunk_id"": ""W143_V08_P01_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P01_C2"", ""to_chunk_id"": ""W143_V08_P01_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P01_C1,W143_V06_P01_C2 with embeddings of W143_V08_P01_C1,W143_V08_P01_C2 for W143 P01 V06->V08.",train
REP-ST0943-P02,ST0943,W143,P02,V06,V08,"W143_V06_P02_C1,W143_V06_P02_C2","W143_V08_P02_C1,W143_V08_P02_C2","[{""from_chunk_id"": ""W143_V06_P02_C1"", ""to_chunk_id"": ""W143_V08_P02_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P02_C2"", ""to_chunk_id"": ""W143_V08_P02_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P02_C1,W143_V06_P02_C2 with embeddings of W143_V08_P02_C1,W143_V08_P02_C2 for W143 P02 V06->V08.",train
REP-ST0943-P03,ST0943,W143,P03,V06,V08,"W143_V06_P03_C1,W143_V06_P03_C2","W143_V08_P03_C1,W143_V08_P03_C2","[{""from_chunk_id"": ""W143_V06_P03_C1"", ""to_chunk_id"": ""W143_V08_P03_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P03_C2"", ""to_chunk_id"": ""W143_V08_P03_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P03_C1,W143_V06_P03_C2 with embeddings of W143_V08_P03_C1,W143_V08_P03_C2 for W143 P03 V06->V08.",train
REP-ST0943-P04,ST0943,W143,P04,V06,V08,"W143_V06_P04_C1,W143_V06_P04_C2","W143_V08_P04_C1,W143_V08_P04_C2","[{""from_chunk_id"": ""W143_V06_P04_C1"", ""to_chunk_id"": ""W143_V08_P04_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P04_C2"", ""to_chunk_id"": ""W143_V08_P04_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P04_C1,W143_V06_P04_C2 with embeddings of W143_V08_P04_C1,W143_V08_P04_C2 for W143 P04 V06->V08.",train
REP-ST0943-P05,ST0943,W143,P05,V06,V08,"W143_V06_P05_C1,W143_V06_P05_C2","W143_V08_P05_C1,W143_V08_P05_C2","[{""from_chunk_id"": ""W143_V06_P05_C1"", ""to_chunk_id"": ""W143_V08_P05_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P05_C2"", ""to_chunk_id"": ""W143_V08_P05_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P05_C1,W143_V06_P05_C2 with embeddings of W143_V08_P05_C1,W143_V08_P05_C2 for W143 P05 V06->V08.",train
REP-ST0943-P06,ST0943,W143,P06,V06,V08,"W143_V06_P06_C1,W143_V06_P06_C2","W143_V08_P06_C1,W143_V08_P06_C2","[{""from_chunk_id"": ""W143_V06_P06_C1"", ""to_chunk_id"": ""W143_V08_P06_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P06_C2"", ""to_chunk_id"": ""W143_V08_P06_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P06_C1,W143_V06_P06_C2 with embeddings of W143_V08_P06_C1,W143_V08_P06_C2 for W143 P06 V06->V08.",train
REP-ST0943-P07,ST0943,W143,P07,V06,V08,"W143_V06_P07_C1,W143_V06_P07_C2","W143_V08_P07_C1,W143_V08_P07_C2","[{""from_chunk_id"": ""W143_V06_P07_C1"", ""to_chunk_id"": ""W143_V08_P07_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P07_C2"", ""to_chunk_id"": ""W143_V08_P07_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P07_C1,W143_V06_P07_C2 with embeddings of W143_V08_P07_C1,W143_V08_P07_C2 for W143 P07 V06->V08.",train
REP-ST0943-P08,ST0943,W143,P08,V06,V08,"W143_V06_P08_C1,W143_V06_P08_C2","W143_V08_P08_C1,W143_V08_P08_C2","[{""from_chunk_id"": ""W143_V06_P08_C1"", ""to_chunk_id"": ""W143_V08_P08_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P08_C2"", ""to_chunk_id"": ""W143_V08_P08_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P08_C1,W143_V06_P08_C2 with embeddings of W143_V08_P08_C1,W143_V08_P08_C2 for W143 P08 V06->V08.",train
REP-ST0943-P09,ST0943,W143,P09,V06,V08,"W143_V06_P09_C1,W143_V06_P09_C2","W143_V08_P09_C1,W143_V08_P09_C2","[{""from_chunk_id"": ""W143_V06_P09_C1"", ""to_chunk_id"": ""W143_V08_P09_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P09_C2"", ""to_chunk_id"": ""W143_V08_P09_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P09_C1,W143_V06_P09_C2 with embeddings of W143_V08_P09_C1,W143_V08_P09_C2 for W143 P09 V06->V08.",train
REP-ST0943-P10,ST0943,W143,P10,V06,V08,"W143_V06_P10_C1,W143_V06_P10_C2","W143_V08_P10_C1,W143_V08_P10_C2","[{""from_chunk_id"": ""W143_V06_P10_C1"", ""to_chunk_id"": ""W143_V08_P10_C1"", ""embedding_update_required"": ""yes""}, {""from_chunk_id"": ""W143_V06_P10_C2"", ""to_chunk_id"": ""W143_V08_P10_C2"", ""embedding_update_required"": ""yes""}]",yes,"Replace embeddings of W143_V06_P10_C1,W143_V06_P10_C2 with embeddings of W143_V08_P10_C1,W143_V08_P10_C2 for W143 P10 V06->V08.",train
