change_id,website_id,page_id,from_version,to_version,change_type,change_scope,requires_reembedding,detection_method,pct_content_changed,min_chunk_text_similarity,embedding_affected,change_event_timestamp,change_event_timestamp_source,split
CHG007127,W080,P07,V02,V03,semantic,page,yes,hash_then_semantic_diff,74.51,0.107266,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007128,W080,P08,V02,V03,numeric,page,yes,hash_then_semantic_diff,74.31,0.206742,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007129,W080,P09,V02,V03,major_semantic,page,yes,hash_then_semantic_diff,94.88,0.088968,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007130,W080,P10,V02,V03,reordering,page,conditional,hash_then_semantic_diff,94.12,0.198198,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007131,W080,P01,V03,V04,numeric,page,yes,hash_then_semantic_diff,93.94,0.145133,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007132,W080,P02,V03,V04,major_semantic,page,yes,hash_then_semantic_diff,56.24,0.646259,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007133,W080,P03,V03,V04,reordering,page,conditional,hash_then_semantic_diff,70.58,0.095745,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007134,W080,P04,V03,V04,date_time,page,yes,hash_then_semantic_diff,90.75,0.096257,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007135,W080,P05,V03,V04,deletion,page,yes,hash_then_semantic_diff,75.39,0.201794,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007136,W080,P06,V03,V04,addition,page,yes,hash_then_semantic_diff,34.17,0.696246,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007137,W080,P07,V03,V04,requirement,page,yes,hash_then_semantic_diff,94.36,0.100173,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007138,W080,P08,V03,V04,policy,page,yes,hash_then_semantic_diff,71.48,0.10087,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007139,W080,P09,V03,V04,semantic,page,yes,hash_then_semantic_diff,73.19,0.098592,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007140,W080,P10,V03,V04,numeric,page,yes,hash_then_semantic_diff,94.69,0.091068,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007141,W080,P01,V04,V05,policy,page,yes,hash_then_semantic_diff,70.81,0.103757,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007142,W080,P02,V04,V05,semantic,page,yes,hash_then_semantic_diff,74.17,0.210762,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007143,W080,P03,V04,V05,numeric,page,yes,hash_then_semantic_diff,94.23,0.086022,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007144,W080,P04,V04,V05,major_semantic,page,yes,hash_then_semantic_diff,53.56,0.621053,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007145,W080,P05,V04,V05,reordering,page,conditional,hash_then_semantic_diff,70.13,0.101868,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007146,W080,P06,V04,V05,date_time,page,yes,hash_then_semantic_diff,74.11,0.098807,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007147,W080,P07,V04,V05,deletion,page,yes,hash_then_semantic_diff,72.9,0.100694,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007148,W080,P08,V04,V05,addition,page,yes,hash_then_semantic_diff,70.84,0.090121,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007149,W080,P09,V04,V05,requirement,page,yes,hash_then_semantic_diff,93.93,0.213808,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007150,W080,P10,V04,V05,policy,page,yes,hash_then_semantic_diff,63.57,0.108392,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007151,W080,P01,V05,V06,addition,page,yes,hash_then_semantic_diff,74.16,0.088652,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007152,W080,P02,V05,V06,requirement,page,yes,hash_then_semantic_diff,54.66,0.139456,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007153,W080,P03,V05,V06,policy,page,yes,hash_then_semantic_diff,73.67,0.090592,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007154,W080,P04,V05,V06,semantic,page,yes,hash_then_semantic_diff,72.93,0.090909,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007155,W080,P05,V05,V06,numeric,page,yes,hash_then_semantic_diff,72.89,0.09215,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007156,W080,P06,V05,V06,major_semantic,page,yes,hash_then_semantic_diff,74.06,0.391982,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007157,W080,P07,V05,V06,reordering,page,conditional,hash_then_semantic_diff,74.71,0.090909,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007158,W080,P08,V05,V06,date_time,page,yes,hash_then_semantic_diff,74.04,0.087413,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007159,W080,P09,V05,V06,deletion,page,yes,hash_then_semantic_diff,94.74,0.083624,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007160,W080,P10,V05,V06,addition,page,yes,hash_then_semantic_diff,64.72,0.12825,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007161,W080,P01,V06,V07,date_time,page,yes,hash_then_semantic_diff,73.4,0.091873,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007162,W080,P02,V06,V07,deletion,page,yes,hash_then_semantic_diff,73.97,0.087395,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007163,W080,P03,V06,V07,addition,page,yes,hash_then_semantic_diff,94.72,0.086957,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007164,W080,P04,V06,V07,requirement,page,yes,hash_then_semantic_diff,71.62,0.084359,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007165,W080,P05,V06,V07,policy,page,yes,hash_then_semantic_diff,71.9,0.105802,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007166,W080,P06,V06,V07,semantic,page,yes,hash_then_semantic_diff,74.18,0.088136,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007167,W080,P07,V06,V07,numeric,page,yes,hash_then_semantic_diff,73.01,0.111304,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007168,W080,P08,V06,V07,major_semantic,page,yes,hash_then_semantic_diff,71.57,0.106713,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007169,W080,P09,V06,V07,reordering,page,conditional,hash_then_semantic_diff,52.64,0.101222,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007170,W080,P10,V06,V07,date_time,page,yes,hash_then_semantic_diff,73.61,0.091068,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007171,W080,P01,V07,V08,major_semantic,page,yes,hash_then_semantic_diff,73.5,0.104895,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007172,W080,P02,V07,V08,reordering,page,conditional,hash_then_semantic_diff,93.68,0.097479,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007173,W080,P03,V07,V08,date_time,page,yes,hash_then_semantic_diff,92.3,0.109735,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007174,W080,P04,V07,V08,deletion,page,yes,hash_then_semantic_diff,94.16,0.673647,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007175,W080,P05,V07,V08,addition,page,yes,hash_then_semantic_diff,71.43,0.108475,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007176,W080,P06,V07,V08,requirement,page,yes,hash_then_semantic_diff,75.24,0.08489,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007177,W080,P07,V07,V08,policy,page,yes,hash_then_semantic_diff,73.17,0.096718,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007178,W080,P08,V07,V08,semantic,page,yes,hash_then_semantic_diff,74.12,0.086806,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007179,W080,P09,V07,V08,numeric,page,yes,hash_then_semantic_diff,73.48,0.214286,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007180,W080,P10,V07,V08,major_semantic,page,yes,hash_then_semantic_diff,93.32,0.102655,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007181,W080,P01,V08,V09,semantic,page,yes,hash_then_semantic_diff,94.53,0.493056,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007182,W080,P02,V08,V09,numeric,page,yes,hash_then_semantic_diff,94.63,0.080944,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007183,W080,P03,V08,V09,major_semantic,page,yes,hash_then_semantic_diff,92.09,0.106195,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007184,W080,P04,V08,V09,reordering,page,conditional,hash_then_semantic_diff,44.06,0.088183,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007185,W080,P05,V08,V09,date_time,page,yes,hash_then_semantic_diff,90.32,0.697436,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007186,W080,P06,V08,V09,deletion,page,yes,hash_then_semantic_diff,94.21,0.097973,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007187,W080,P07,V08,V09,addition,page,yes,hash_then_semantic_diff,93.99,0.101045,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007188,W080,P08,V08,V09,requirement,page,yes,hash_then_semantic_diff,92.87,0.106195,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007189,W080,P09,V08,V09,policy,page,yes,hash_then_semantic_diff,94.91,0.08377,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007190,W080,P10,V08,V09,semantic,page,yes,hash_then_semantic_diff,94.73,0.135889,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007191,W080,P01,V09,V10,requirement,page,yes,hash_then_semantic_diff,74.04,0.081272,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007192,W080,P02,V09,V10,policy,page,yes,hash_then_semantic_diff,94.79,0.081494,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007193,W080,P03,V09,V10,semantic,page,yes,hash_then_semantic_diff,72.3,0.102655,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007194,W080,P04,V09,V10,numeric,page,yes,hash_then_semantic_diff,72.19,0.469751,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007195,W080,P05,V09,V10,major_semantic,page,yes,hash_then_semantic_diff,71.18,0.099145,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007196,W080,P06,V09,V10,reordering,page,conditional,hash_then_semantic_diff,24.71,0.638796,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007197,W080,P07,V09,V10,date_time,page,yes,hash_then_semantic_diff,68.12,0.131034,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007198,W080,P08,V09,V10,deletion,page,yes,hash_then_semantic_diff,74.19,0.098074,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007199,W080,P09,V09,V10,addition,page,yes,hash_then_semantic_diff,73.87,0.685217,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007200,W080,P10,V09,V10,requirement,page,yes,hash_then_semantic_diff,95.16,0.079723,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007201,W081,P01,V01,V02,addition,page,yes,hash_then_semantic_diff,73.83,0.098418,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007202,W081,P02,V01,V02,requirement,page,yes,hash_then_semantic_diff,55.3,0.091681,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007203,W081,P03,V01,V02,policy,page,yes,hash_then_semantic_diff,57.78,0.101045,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007204,W081,P04,V01,V02,semantic,page,yes,hash_then_semantic_diff,94.93,0.090435,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007205,W081,P05,V01,V02,numeric,page,yes,hash_then_semantic_diff,64.59,0.104553,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007206,W081,P06,V01,V02,major_semantic,page,yes,hash_then_semantic_diff,73.58,0.713311,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007207,W081,P07,V01,V02,reordering,page,conditional,hash_then_semantic_diff,57.78,0.103986,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007208,W081,P08,V01,V02,date_time,page,yes,hash_then_semantic_diff,74.22,0.103627,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007209,W081,P09,V01,V02,deletion,page,yes,hash_then_semantic_diff,94.7,0.088183,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007210,W081,P10,V01,V02,addition,page,yes,hash_then_semantic_diff,93.54,0.602452,yes,2026-01-08T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007211,W081,P01,V02,V03,date_time,page,yes,hash_then_semantic_diff,94.18,0.107266,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007212,W081,P02,V02,V03,deletion,page,yes,hash_then_semantic_diff,74.11,0.642978,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007213,W081,P03,V02,V03,addition,page,yes,hash_then_semantic_diff,75.0,0.08726,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007214,W081,P04,V02,V03,requirement,page,yes,hash_then_semantic_diff,95.16,0.085763,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007215,W081,P05,V02,V03,policy,page,yes,hash_then_semantic_diff,72.99,0.630508,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007216,W081,P06,V02,V03,semantic,page,yes,hash_then_semantic_diff,95.02,0.084459,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007217,W081,P07,V02,V03,numeric,page,yes,hash_then_semantic_diff,93.97,0.10052,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007218,W081,P08,V02,V03,major_semantic,page,yes,hash_then_semantic_diff,94.17,0.110345,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007219,W081,P09,V02,V03,reordering,page,conditional,hash_then_semantic_diff,93.42,0.128028,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007220,W081,P10,V02,V03,date_time,page,yes,hash_then_semantic_diff,72.07,0.103093,yes,2026-01-15T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007221,W081,P01,V03,V04,major_semantic,page,yes,hash_then_semantic_diff,43.27,0.589878,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007222,W081,P02,V03,V04,reordering,page,conditional,hash_then_semantic_diff,73.8,0.635135,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007223,W081,P03,V03,V04,date_time,page,yes,hash_then_semantic_diff,73.27,0.09375,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007224,W081,P04,V03,V04,deletion,page,yes,hash_then_semantic_diff,95.13,0.586387,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007225,W081,P05,V03,V04,addition,page,yes,hash_then_semantic_diff,69.63,0.107203,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007226,W081,P06,V03,V04,requirement,page,yes,hash_then_semantic_diff,94.52,0.099502,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007227,W081,P07,V03,V04,policy,page,yes,hash_then_semantic_diff,72.67,0.099656,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007228,W081,P08,V03,V04,semantic,page,yes,hash_then_semantic_diff,94.76,0.086207,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007229,W081,P09,V03,V04,numeric,page,yes,hash_then_semantic_diff,75.1,0.088435,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007230,W081,P10,V03,V04,major_semantic,page,yes,hash_then_semantic_diff,64.43,0.08981,yes,2026-01-22T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007231,W081,P01,V04,V05,semantic,page,yes,hash_then_semantic_diff,94.55,0.101045,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007232,W081,P02,V04,V05,numeric,page,yes,hash_then_semantic_diff,94.11,0.103333,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007233,W081,P03,V04,V05,major_semantic,page,yes,hash_then_semantic_diff,73.7,0.088183,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007234,W081,P04,V04,V05,reordering,page,conditional,hash_then_semantic_diff,33.2,0.670139,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007235,W081,P05,V04,V05,date_time,page,yes,hash_then_semantic_diff,74.0,0.09396,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007236,W081,P06,V04,V05,deletion,page,yes,hash_then_semantic_diff,94.89,0.086667,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007237,W081,P07,V04,V05,addition,page,yes,hash_then_semantic_diff,75.0,0.62069,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007238,W081,P08,V04,V05,requirement,page,yes,hash_then_semantic_diff,57.79,0.57976,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007239,W081,P09,V04,V05,policy,page,yes,hash_then_semantic_diff,74.71,0.595819,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007240,W081,P10,V04,V05,semantic,page,yes,hash_then_semantic_diff,71.01,0.085911,yes,2026-01-29T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007241,W081,P01,V05,V06,requirement,page,yes,hash_then_semantic_diff,70.76,0.103093,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007242,W081,P02,V05,V06,policy,page,yes,hash_then_semantic_diff,81.11,0.100503,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007243,W081,P03,V05,V06,semantic,page,yes,hash_then_semantic_diff,94.72,0.544815,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007244,W081,P04,V05,V06,numeric,page,yes,hash_then_semantic_diff,93.96,0.623693,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007245,W081,P05,V05,V06,major_semantic,page,yes,hash_then_semantic_diff,91.91,0.200893,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007246,W081,P06,V05,V06,reordering,page,conditional,hash_then_semantic_diff,62.29,0.620843,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007247,W081,P07,V05,V06,date_time,page,yes,hash_then_semantic_diff,94.23,0.106164,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007248,W081,P08,V05,V06,deletion,page,yes,hash_then_semantic_diff,91.77,0.132635,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007249,W081,P09,V05,V06,addition,page,yes,hash_then_semantic_diff,35.35,0.592334,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007250,W081,P10,V05,V06,requirement,page,yes,hash_then_semantic_diff,94.39,0.589655,yes,2026-02-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007251,W081,P01,V06,V07,deletion,page,yes,hash_then_semantic_diff,72.99,0.105263,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007252,W081,P02,V06,V07,addition,page,yes,hash_then_semantic_diff,54.26,0.609428,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007253,W081,P03,V06,V07,requirement,page,yes,hash_then_semantic_diff,73.63,0.087108,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007254,W081,P04,V06,V07,policy,page,yes,hash_then_semantic_diff,53.83,0.131439,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007255,W081,P05,V06,V07,semantic,page,yes,hash_then_semantic_diff,29.09,0.692699,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007256,W081,P06,V06,V07,numeric,page,yes,hash_then_semantic_diff,93.73,0.083195,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007257,W081,P07,V06,V07,major_semantic,page,yes,hash_then_semantic_diff,74.35,0.092943,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007258,W081,P08,V06,V07,reordering,page,conditional,hash_then_semantic_diff,93.55,0.101045,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007259,W081,P09,V06,V07,date_time,page,yes,hash_then_semantic_diff,74.85,0.621291,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007260,W081,P10,V06,V07,deletion,page,yes,hash_then_semantic_diff,73.83,0.629371,yes,2026-02-12T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007261,W081,P01,V07,V08,reordering,page,conditional,hash_then_semantic_diff,94.11,0.10302,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007262,W081,P02,V07,V08,date_time,page,yes,hash_then_semantic_diff,39.79,0.10101,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007263,W081,P03,V07,V08,deletion,page,yes,hash_then_semantic_diff,74.48,0.087873,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007264,W081,P04,V07,V08,addition,page,yes,hash_then_semantic_diff,74.44,0.101933,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007265,W081,P05,V07,V08,requirement,page,yes,hash_then_semantic_diff,43.85,0.525424,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007266,W081,P06,V07,V08,policy,page,yes,hash_then_semantic_diff,95.0,0.088136,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007267,W081,P07,V07,V08,semantic,page,yes,hash_then_semantic_diff,18.1,0.634483,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007268,W081,P08,V07,V08,numeric,page,yes,hash_then_semantic_diff,74.61,0.08981,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007269,W081,P09,V07,V08,major_semantic,page,yes,hash_then_semantic_diff,72.5,0.714032,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007270,W081,P10,V07,V08,reordering,page,conditional,hash_then_semantic_diff,73.93,0.608696,yes,2026-02-19T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007271,W081,P01,V08,V09,numeric,page,yes,hash_then_semantic_diff,73.1,0.104712,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007272,W081,P02,V08,V09,major_semantic,page,yes,hash_then_semantic_diff,38.48,0.116239,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007273,W081,P03,V08,V09,reordering,page,conditional,hash_then_semantic_diff,72.18,0.110919,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007274,W081,P04,V08,V09,date_time,page,yes,hash_then_semantic_diff,47.24,0.543253,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007275,W081,P05,V08,V09,deletion,page,yes,hash_then_semantic_diff,72.94,0.101868,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007276,W081,P06,V08,V09,addition,page,yes,hash_then_semantic_diff,72.31,0.088889,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007277,W081,P07,V08,V09,requirement,page,yes,hash_then_semantic_diff,74.69,0.085911,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007278,W081,P08,V08,V09,policy,page,yes,hash_then_semantic_diff,72.4,0.104167,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007279,W081,P09,V08,V09,semantic,page,yes,hash_then_semantic_diff,74.14,0.625874,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007280,W081,P10,V08,V09,numeric,page,yes,hash_then_semantic_diff,73.23,0.546713,yes,2026-02-26T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007281,W081,P01,V09,V10,policy,page,yes,hash_then_semantic_diff,56.01,0.628272,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007282,W081,P02,V09,V10,semantic,page,yes,hash_then_semantic_diff,61.75,0.127517,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007283,W081,P03,V09,V10,numeric,page,yes,hash_then_semantic_diff,71.68,0.104167,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007284,W081,P04,V09,V10,major_semantic,page,yes,hash_then_semantic_diff,94.0,0.12069,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007285,W081,P05,V09,V10,reordering,page,conditional,hash_then_semantic_diff,75.1,0.606365,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007286,W081,P06,V09,V10,date_time,page,yes,hash_then_semantic_diff,95.04,0.083472,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
CHG007287,W081,P07,V09,V10,deletion,page,yes,hash_then_semantic_diff,73.1,0.08726,yes,2026-03-05T00:00:00Z,release date of to_version (see version_timestamps.csv),train
