website_id,page_id,from_document,to_document,change_type
W117,P06,W117_V07_P06,W117_V08_P06,policy
W117,P07,W117_V07_P07,W117_V08_P07,semantic
W117,P08,W117_V07_P08,W117_V08_P08,numeric
W117,P09,W117_V07_P09,W117_V08_P09,major_semantic
W117,P10,W117_V07_P10,W117_V08_P10,reordering
W117,P01,W117_V08_P01,W117_V09_P01,numeric
W117,P02,W117_V08_P02,W117_V09_P02,major_semantic
W117,P03,W117_V08_P03,W117_V09_P03,reordering
W117,P04,W117_V08_P04,W117_V09_P04,date_time
W117,P05,W117_V08_P05,W117_V09_P05,deletion
W117,P06,W117_V08_P06,W117_V09_P06,addition
W117,P07,W117_V08_P07,W117_V09_P07,requirement
W117,P08,W117_V08_P08,W117_V09_P08,policy
W117,P09,W117_V08_P09,W117_V09_P09,semantic
W117,P10,W117_V08_P10,W117_V09_P10,numeric
W117,P01,W117_V09_P01,W117_V10_P01,policy
W117,P02,W117_V09_P02,W117_V10_P02,semantic
W117,P03,W117_V09_P03,W117_V10_P03,numeric
W117,P04,W117_V09_P04,W117_V10_P04,major_semantic
W117,P05,W117_V09_P05,W117_V10_P05,reordering
W117,P06,W117_V09_P06,W117_V10_P06,date_time
W117,P07,W117_V09_P07,W117_V10_P07,deletion
W117,P08,W117_V09_P08,W117_V10_P08,addition
W117,P09,W117_V09_P09,W117_V10_P09,requirement
W117,P10,W117_V09_P10,W117_V10_P10,policy
W118,P01,W118_V01_P01,W118_V02_P01,requirement
W118,P02,W118_V01_P02,W118_V02_P02,policy
W118,P03,W118_V01_P03,W118_V02_P03,semantic
W118,P04,W118_V01_P04,W118_V02_P04,numeric
W118,P05,W118_V01_P05,W118_V02_P05,major_semantic
W118,P06,W118_V01_P06,W118_V02_P06,reordering
W118,P07,W118_V01_P07,W118_V02_P07,date_time
W118,P08,W118_V01_P08,W118_V02_P08,deletion
W118,P09,W118_V01_P09,W118_V02_P09,addition
W118,P10,W118_V01_P10,W118_V02_P10,requirement
W118,P01,W118_V02_P01,W118_V03_P01,deletion
W118,P02,W118_V02_P02,W118_V03_P02,addition
W118,P03,W118_V02_P03,W118_V03_P03,requirement
W118,P04,W118_V02_P04,W118_V03_P04,policy
W118,P05,W118_V02_P05,W118_V03_P05,semantic
W118,P06,W118_V02_P06,W118_V03_P06,numeric
W118,P07,W118_V02_P07,W118_V03_P07,major_semantic
W118,P08,W118_V02_P08,W118_V03_P08,reordering
W118,P09,W118_V02_P09,W118_V03_P09,date_time
W118,P10,W118_V02_P10,W118_V03_P10,deletion
W118,P01,W118_V03_P01,W118_V04_P01,reordering
W118,P02,W118_V03_P02,W118_V04_P02,date_time
W118,P03,W118_V03_P03,W118_V04_P03,deletion
W118,P04,W118_V03_P04,W118_V04_P04,addition
W118,P05,W118_V03_P05,W118_V04_P05,requirement
W118,P06,W118_V03_P06,W118_V04_P06,policy
W118,P07,W118_V03_P07,W118_V04_P07,semantic
W118,P08,W118_V03_P08,W118_V04_P08,numeric
W118,P09,W118_V03_P09,W118_V04_P09,major_semantic
W118,P10,W118_V03_P10,W118_V04_P10,reordering
W118,P01,W118_V04_P01,W118_V05_P01,numeric
W118,P02,W118_V04_P02,W118_V05_P02,major_semantic
W118,P03,W118_V04_P03,W118_V05_P03,reordering
W118,P04,W118_V04_P04,W118_V05_P04,date_time
W118,P05,W118_V04_P05,W118_V05_P05,deletion
W118,P06,W118_V04_P06,W118_V05_P06,addition
W118,P07,W118_V04_P07,W118_V05_P07,requirement
W118,P08,W118_V04_P08,W118_V05_P08,policy
W118,P09,W118_V04_P09,W118_V05_P09,semantic
W118,P10,W118_V04_P10,W118_V05_P10,numeric
W118,P01,W118_V05_P01,W118_V06_P01,policy
W118,P02,W118_V05_P02,W118_V06_P02,semantic
W118,P03,W118_V05_P03,W118_V06_P03,numeric
W118,P04,W118_V05_P04,W118_V06_P04,major_semantic
W118,P05,W118_V05_P05,W118_V06_P05,reordering
W118,P06,W118_V05_P06,W118_V06_P06,date_time
W118,P07,W118_V05_P07,W118_V06_P07,deletion
W118,P08,W118_V05_P08,W118_V06_P08,addition
W118,P09,W118_V05_P09,W118_V06_P09,requirement
W118,P10,W118_V05_P10,W118_V06_P10,policy
W118,P01,W118_V06_P01,W118_V07_P01,addition
W118,P02,W118_V06_P02,W118_V07_P02,requirement
W118,P03,W118_V06_P03,W118_V07_P03,policy
W118,P04,W118_V06_P04,W118_V07_P04,semantic
W118,P05,W118_V06_P05,W118_V07_P05,numeric
W118,P06,W118_V06_P06,W118_V07_P06,major_semantic
W118,P07,W118_V06_P07,W118_V07_P07,reordering
W118,P08,W118_V06_P08,W118_V07_P08,date_time
W118,P09,W118_V06_P09,W118_V07_P09,deletion
W118,P10,W118_V06_P10,W118_V07_P10,addition
W118,P01,W118_V07_P01,W118_V08_P01,date_time
W118,P02,W118_V07_P02,W118_V08_P02,deletion
W118,P03,W118_V07_P03,W118_V08_P03,addition
W118,P04,W118_V07_P04,W118_V08_P04,requirement
W118,P05,W118_V07_P05,W118_V08_P05,policy
W118,P06,W118_V07_P06,W118_V08_P06,semantic
W118,P07,W118_V07_P07,W118_V08_P07,numeric
W118,P08,W118_V07_P08,W118_V08_P08,major_semantic
W118,P09,W118_V07_P09,W118_V08_P09,reordering
W118,P10,W118_V07_P10,W118_V08_P10,date_time
W118,P01,W118_V08_P01,W118_V09_P01,major_semantic
W118,P02,W118_V08_P02,W118_V09_P02,reordering
W118,P03,W118_V08_P03,W118_V09_P03,date_time
W118,P04,W118_V08_P04,W118_V09_P04,deletion
W118,P05,W118_V08_P05,W118_V09_P05,addition
W118,P06,W118_V08_P06,W118_V09_P06,requirement
W118,P07,W118_V08_P07,W118_V09_P07,policy
W118,P08,W118_V08_P08,W118_V09_P08,semantic
W118,P09,W118_V08_P09,W118_V09_P09,numeric
W118,P10,W118_V08_P10,W118_V09_P10,major_semantic
W118,P01,W118_V09_P01,W118_V10_P01,semantic
W118,P02,W118_V09_P02,W118_V10_P02,numeric
W118,P03,W118_V09_P03,W118_V10_P03,major_semantic
W118,P04,W118_V09_P04,W118_V10_P04,reordering
W118,P05,W118_V09_P05,W118_V10_P05,date_time
W118,P06,W118_V09_P06,W118_V10_P06,deletion
W118,P07,W118_V09_P07,W118_V10_P07,addition
W118,P08,W118_V09_P08,W118_V10_P08,requirement
W118,P09,W118_V09_P09,W118_V10_P09,policy
W118,P10,W118_V09_P10,W118_V10_P10,semantic
W119,P01,W119_V01_P01,W119_V02_P01,policy
W119,P02,W119_V01_P02,W119_V02_P02,semantic
W119,P03,W119_V01_P03,W119_V02_P03,numeric
W119,P04,W119_V01_P04,W119_V02_P04,major_semantic
W119,P05,W119_V01_P05,W119_V02_P05,reordering
W119,P06,W119_V01_P06,W119_V02_P06,date_time
W119,P07,W119_V01_P07,W119_V02_P07,deletion
W119,P08,W119_V01_P08,W119_V02_P08,addition
W119,P09,W119_V01_P09,W119_V02_P09,requirement
W119,P10,W119_V01_P10,W119_V02_P10,policy
W119,P01,W119_V02_P01,W119_V03_P01,addition
W119,P02,W119_V02_P02,W119_V03_P02,requirement
W119,P03,W119_V02_P03,W119_V03_P03,policy
W119,P04,W119_V02_P04,W119_V03_P04,semantic
W119,P05,W119_V02_P05,W119_V03_P05,numeric
W119,P06,W119_V02_P06,W119_V03_P06,major_semantic
W119,P07,W119_V02_P07,W119_V03_P07,reordering
W119,P08,W119_V02_P08,W119_V03_P08,date_time
W119,P09,W119_V02_P09,W119_V03_P09,deletion
W119,P10,W119_V02_P10,W119_V03_P10,addition
W119,P01,W119_V03_P01,W119_V04_P01,date_time
W119,P02,W119_V03_P02,W119_V04_P02,deletion
W119,P03,W119_V03_P03,W119_V04_P03,addition
W119,P04,W119_V03_P04,W119_V04_P04,requirement
W119,P05,W119_V03_P05,W119_V04_P05,policy
W119,P06,W119_V03_P06,W119_V04_P06,semantic
W119,P07,W119_V03_P07,W119_V04_P07,numeric
W119,P08,W119_V03_P08,W119_V04_P08,major_semantic
W119,P09,W119_V03_P09,W119_V04_P09,reordering
W119,P10,W119_V03_P10,W119_V04_P10,date_time
W119,P01,W119_V04_P01,W119_V05_P01,major_semantic
W119,P02,W119_V04_P02,W119_V05_P02,reordering
W119,P03,W119_V04_P03,W119_V05_P03,date_time
W119,P04,W119_V04_P04,W119_V05_P04,deletion
W119,P05,W119_V04_P05,W119_V05_P05,addition
W119,P06,W119_V04_P06,W119_V05_P06,requirement
W119,P07,W119_V04_P07,W119_V05_P07,policy
W119,P08,W119_V04_P08,W119_V05_P08,semantic
W119,P09,W119_V04_P09,W119_V05_P09,numeric
W119,P10,W119_V04_P10,W119_V05_P10,major_semantic
W119,P01,W119_V05_P01,W119_V06_P01,semantic
W119,P02,W119_V05_P02,W119_V06_P02,numeric
W119,P03,W119_V05_P03,W119_V06_P03,major_semantic
W119,P04,W119_V05_P04,W119_V06_P04,reordering
W119,P05,W119_V05_P05,W119_V06_P05,date_time
W119,P06,W119_V05_P06,W119_V06_P06,deletion
W119,P07,W119_V05_P07,W119_V06_P07,addition
W119,P08,W119_V05_P08,W119_V06_P08,requirement
W119,P09,W119_V05_P09,W119_V06_P09,policy
W119,P10,W119_V05_P10,W119_V06_P10,semantic
W119,P01,W119_V06_P01,W119_V07_P01,requirement
W119,P02,W119_V06_P02,W119_V07_P02,policy
W119,P03,W119_V06_P03,W119_V07_P03,semantic
W119,P04,W119_V06_P04,W119_V07_P04,numeric
W119,P05,W119_V06_P05,W119_V07_P05,major_semantic
W119,P06,W119_V06_P06,W119_V07_P06,reordering
W119,P07,W119_V06_P07,W119_V07_P07,date_time
W119,P08,W119_V06_P08,W119_V07_P08,deletion
W119,P09,W119_V06_P09,W119_V07_P09,addition
W119,P10,W119_V06_P10,W119_V07_P10,requirement
W119,P01,W119_V07_P01,W119_V08_P01,deletion
W119,P02,W119_V07_P02,W119_V08_P02,addition
W119,P03,W119_V07_P03,W119_V08_P03,requirement
W119,P04,W119_V07_P04,W119_V08_P04,policy
W119,P05,W119_V07_P05,W119_V08_P05,semantic
W119,P06,W119_V07_P06,W119_V08_P06,numeric
W119,P07,W119_V07_P07,W119_V08_P07,major_semantic
W119,P08,W119_V07_P08,W119_V08_P08,reordering
W119,P09,W119_V07_P09,W119_V08_P09,date_time
W119,P10,W119_V07_P10,W119_V08_P10,deletion
W119,P01,W119_V08_P01,W119_V09_P01,reordering
W119,P02,W119_V08_P02,W119_V09_P02,date_time
W119,P03,W119_V08_P03,W119_V09_P03,deletion
W119,P04,W119_V08_P04,W119_V09_P04,addition
W119,P05,W119_V08_P05,W119_V09_P05,requirement
W119,P06,W119_V08_P06,W119_V09_P06,policy
W119,P07,W119_V08_P07,W119_V09_P07,semantic
W119,P08,W119_V08_P08,W119_V09_P08,numeric
W119,P09,W119_V08_P09,W119_V09_P09,major_semantic
W119,P10,W119_V08_P10,W119_V09_P10,reordering
W119,P01,W119_V09_P01,W119_V10_P01,numeric
W119,P02,W119_V09_P02,W119_V10_P02,major_semantic
W119,P03,W119_V09_P03,W119_V10_P03,reordering
W119,P04,W119_V09_P04,W119_V10_P04,date_time
W119,P05,W119_V09_P05,W119_V10_P05,deletion
W119,P06,W119_V09_P06,W119_V10_P06,addition
W119,P07,W119_V09_P07,W119_V10_P07,requirement
W119,P08,W119_V09_P08,W119_V10_P08,policy
W119,P09,W119_V09_P09,W119_V10_P09,semantic
W119,P10,W119_V09_P10,W119_V10_P10,numeric
W120,P01,W120_V01_P01,W120_V02_P01,semantic
W120,P02,W120_V01_P02,W120_V02_P02,numeric
W120,P03,W120_V01_P03,W120_V02_P03,major_semantic
W120,P04,W120_V01_P04,W120_V02_P04,reordering
W120,P05,W120_V01_P05,W120_V02_P05,date_time
W120,P06,W120_V01_P06,W120_V02_P06,deletion
W120,P07,W120_V01_P07,W120_V02_P07,addition
W120,P08,W120_V01_P08,W120_V02_P08,requirement
W120,P09,W120_V01_P09,W120_V02_P09,policy
W120,P10,W120_V01_P10,W120_V02_P10,semantic
W120,P01,W120_V02_P01,W120_V03_P01,requirement
W120,P02,W120_V02_P02,W120_V03_P02,policy
W120,P03,W120_V02_P03,W120_V03_P03,semantic
W120,P04,W120_V02_P04,W120_V03_P04,numeric
W120,P05,W120_V02_P05,W120_V03_P05,major_semantic
W120,P06,W120_V02_P06,W120_V03_P06,reordering
W120,P07,W120_V02_P07,W120_V03_P07,date_time
W120,P08,W120_V02_P08,W120_V03_P08,deletion
W120,P09,W120_V02_P09,W120_V03_P09,addition
W120,P10,W120_V02_P10,W120_V03_P10,requirement
W120,P01,W120_V03_P01,W120_V04_P01,deletion
W120,P02,W120_V03_P02,W120_V04_P02,addition
W120,P03,W120_V03_P03,W120_V04_P03,requirement
W120,P04,W120_V03_P04,W120_V04_P04,policy
W120,P05,W120_V03_P05,W120_V04_P05,semantic
W120,P06,W120_V03_P06,W120_V04_P06,numeric
W120,P07,W120_V03_P07,W120_V04_P07,major_semantic
W120,P08,W120_V03_P08,W120_V04_P08,reordering
W120,P09,W120_V03_P09,W120_V04_P09,date_time
W120,P10,W120_V03_P10,W120_V04_P10,deletion
W120,P01,W120_V04_P01,W120_V05_P01,reordering
W120,P02,W120_V04_P02,W120_V05_P02,date_time
W120,P03,W120_V04_P03,W120_V05_P03,deletion
W120,P04,W120_V04_P04,W120_V05_P04,addition
W120,P05,W120_V04_P05,W120_V05_P05,requirement
W120,P06,W120_V04_P06,W120_V05_P06,policy
W120,P07,W120_V04_P07,W120_V05_P07,semantic
W120,P08,W120_V04_P08,W120_V05_P08,numeric
W120,P09,W120_V04_P09,W120_V05_P09,major_semantic
W120,P10,W120_V04_P10,W120_V05_P10,reordering
W120,P01,W120_V05_P01,W120_V06_P01,numeric
W120,P02,W120_V05_P02,W120_V06_P02,major_semantic
W120,P03,W120_V05_P03,W120_V06_P03,reordering
W120,P04,W120_V05_P04,W120_V06_P04,date_time
W120,P05,W120_V05_P05,W120_V06_P05,deletion
W120,P06,W120_V05_P06,W120_V06_P06,addition
W120,P07,W120_V05_P07,W120_V06_P07,requirement
W120,P08,W120_V05_P08,W120_V06_P08,policy
W120,P09,W120_V05_P09,W120_V06_P09,semantic
W120,P10,W120_V05_P10,W120_V06_P10,numeric
W120,P01,W120_V06_P01,W120_V07_P01,policy
W120,P02,W120_V06_P02,W120_V07_P02,semantic
W120,P03,W120_V06_P03,W120_V07_P03,numeric
W120,P04,W120_V06_P04,W120_V07_P04,major_semantic
W120,P05,W120_V06_P05,W120_V07_P05,reordering
W120,P06,W120_V06_P06,W120_V07_P06,date_time
W120,P07,W120_V06_P07,W120_V07_P07,deletion
W120,P08,W120_V06_P08,W120_V07_P08,addition
W120,P09,W120_V06_P09,W120_V07_P09,requirement
W120,P10,W120_V06_P10,W120_V07_P10,policy
W120,P01,W120_V07_P01,W120_V08_P01,addition
W120,P02,W120_V07_P02,W120_V08_P02,requirement
W120,P03,W120_V07_P03,W120_V08_P03,policy
W120,P04,W120_V07_P04,W120_V08_P04,semantic
W120,P05,W120_V07_P05,W120_V08_P05,numeric
W120,P06,W120_V07_P06,W120_V08_P06,major_semantic
W120,P07,W120_V07_P07,W120_V08_P07,reordering
W120,P08,W120_V07_P08,W120_V08_P08,date_time
W120,P09,W120_V07_P09,W120_V08_P09,deletion
W120,P10,W120_V07_P10,W120_V08_P10,addition
W120,P01,W120_V08_P01,W120_V09_P01,date_time
W120,P02,W120_V08_P02,W120_V09_P02,deletion
W120,P03,W120_V08_P03,W120_V09_P03,addition
W120,P04,W120_V08_P04,W120_V09_P04,requirement
W120,P05,W120_V08_P05,W120_V09_P05,policy
W120,P06,W120_V08_P06,W120_V09_P06,semantic
W120,P07,W120_V08_P07,W120_V09_P07,numeric
W120,P08,W120_V08_P08,W120_V09_P08,major_semantic
W120,P09,W120_V08_P09,W120_V09_P09,reordering
W120,P10,W120_V08_P10,W120_V09_P10,date_time
W120,P01,W120_V09_P01,W120_V10_P01,major_semantic
W120,P02,W120_V09_P02,W120_V10_P02,reordering
W120,P03,W120_V09_P03,W120_V10_P03,date_time
W120,P04,W120_V09_P04,W120_V10_P04,deletion
W120,P05,W120_V09_P05,W120_V10_P05,addition
W120,P06,W120_V09_P06,W120_V10_P06,requirement
W120,P07,W120_V09_P07,W120_V10_P07,policy
W120,P08,W120_V09_P08,W120_V10_P08,semantic
W120,P09,W120_V09_P09,W120_V10_P09,numeric
W120,P10,W120_V09_P10,W120_V10_P10,major_semantic
W121,P01,W121_V01_P01,W121_V02_P01,numeric
W121,P02,W121_V01_P02,W121_V02_P02,major_semantic
W121,P03,W121_V01_P03,W121_V02_P03,reordering
W121,P04,W121_V01_P04,W121_V02_P04,date_time
W121,P05,W121_V01_P05,W121_V02_P05,deletion
W121,P06,W121_V01_P06,W121_V02_P06,addition
W121,P07,W121_V01_P07,W121_V02_P07,requirement
W121,P08,W121_V01_P08,W121_V02_P08,policy
W121,P09,W121_V01_P09,W121_V02_P09,semantic
W121,P10,W121_V01_P10,W121_V02_P10,numeric
W121,P01,W121_V02_P01,W121_V03_P01,policy
W121,P02,W121_V02_P02,W121_V03_P02,semantic
W121,P03,W121_V02_P03,W121_V03_P03,numeric
W121,P04,W121_V02_P04,W121_V03_P04,major_semantic
W121,P05,W121_V02_P05,W121_V03_P05,reordering
W121,P06,W121_V02_P06,W121_V03_P06,date_time
W121,P07,W121_V02_P07,W121_V03_P07,deletion
W121,P08,W121_V02_P08,W121_V03_P08,addition
W121,P09,W121_V02_P09,W121_V03_P09,requirement
W121,P10,W121_V02_P10,W121_V03_P10,policy
W121,P01,W121_V03_P01,W121_V04_P01,addition
W121,P02,W121_V03_P02,W121_V04_P02,requirement
W121,P03,W121_V03_P03,W121_V04_P03,policy
W121,P04,W121_V03_P04,W121_V04_P04,semantic
W121,P05,W121_V03_P05,W121_V04_P05,numeric
W121,P06,W121_V03_P06,W121_V04_P06,major_semantic
W121,P07,W121_V03_P07,W121_V04_P07,reordering
W121,P08,W121_V03_P08,W121_V04_P08,date_time
W121,P09,W121_V03_P09,W121_V04_P09,deletion
W121,P10,W121_V03_P10,W121_V04_P10,addition
W121,P01,W121_V04_P01,W121_V05_P01,date_time
W121,P02,W121_V04_P02,W121_V05_P02,deletion
W121,P03,W121_V04_P03,W121_V05_P03,addition
W121,P04,W121_V04_P04,W121_V05_P04,requirement
W121,P05,W121_V04_P05,W121_V05_P05,policy
W121,P06,W121_V04_P06,W121_V05_P06,semantic
W121,P07,W121_V04_P07,W121_V05_P07,numeric
W121,P08,W121_V04_P08,W121_V05_P08,major_semantic
W121,P09,W121_V04_P09,W121_V05_P09,reordering
W121,P10,W121_V04_P10,W121_V05_P10,date_time
W121,P01,W121_V05_P01,W121_V06_P01,major_semantic
W121,P02,W121_V05_P02,W121_V06_P02,reordering
W121,P03,W121_V05_P03,W121_V06_P03,date_time
W121,P04,W121_V05_P04,W121_V06_P04,deletion
W121,P05,W121_V05_P05,W121_V06_P05,addition
W121,P06,W121_V05_P06,W121_V06_P06,requirement
W121,P07,W121_V05_P07,W121_V06_P07,policy
W121,P08,W121_V05_P08,W121_V06_P08,semantic
W121,P09,W121_V05_P09,W121_V06_P09,numeric
W121,P10,W121_V05_P10,W121_V06_P10,major_semantic
W121,P01,W121_V06_P01,W121_V07_P01,semantic
W121,P02,W121_V06_P02,W121_V07_P02,numeric
W121,P03,W121_V06_P03,W121_V07_P03,major_semantic
W121,P04,W121_V06_P04,W121_V07_P04,reordering
W121,P05,W121_V06_P05,W121_V07_P05,date_time
W121,P06,W121_V06_P06,W121_V07_P06,deletion
W121,P07,W121_V06_P07,W121_V07_P07,addition
W121,P08,W121_V06_P08,W121_V07_P08,requirement
W121,P09,W121_V06_P09,W121_V07_P09,policy
W121,P10,W121_V06_P10,W121_V07_P10,semantic
W121,P01,W121_V07_P01,W121_V08_P01,requirement
W121,P02,W121_V07_P02,W121_V08_P02,policy
W121,P03,W121_V07_P03,W121_V08_P03,semantic
W121,P04,W121_V07_P04,W121_V08_P04,numeric
W121,P05,W121_V07_P05,W121_V08_P05,major_semantic
W121,P06,W121_V07_P06,W121_V08_P06,reordering
W121,P07,W121_V07_P07,W121_V08_P07,date_time
W121,P08,W121_V07_P08,W121_V08_P08,deletion
W121,P09,W121_V07_P09,W121_V08_P09,addition
W121,P10,W121_V07_P10,W121_V08_P10,requirement
W121,P01,W121_V08_P01,W121_V09_P01,deletion
W121,P02,W121_V08_P02,W121_V09_P02,addition
W121,P03,W121_V08_P03,W121_V09_P03,requirement
W121,P04,W121_V08_P04,W121_V09_P04,policy
W121,P05,W121_V08_P05,W121_V09_P05,semantic
W121,P06,W121_V08_P06,W121_V09_P06,numeric
W121,P07,W121_V08_P07,W121_V09_P07,major_semantic
W121,P08,W121_V08_P08,W121_V09_P08,reordering
W121,P09,W121_V08_P09,W121_V09_P09,date_time
W121,P10,W121_V08_P10,W121_V09_P10,deletion
W121,P01,W121_V09_P01,W121_V10_P01,reordering
W121,P02,W121_V09_P02,W121_V10_P02,date_time
W121,P03,W121_V09_P03,W121_V10_P03,deletion
W121,P04,W121_V09_P04,W121_V10_P04,addition
W121,P05,W121_V09_P05,W121_V10_P05,requirement
W121,P06,W121_V09_P06,W121_V10_P06,policy
W121,P07,W121_V09_P07,W121_V10_P07,semantic
W121,P08,W121_V09_P08,W121_V10_P08,numeric
W121,P09,W121_V09_P09,W121_V10_P09,major_semantic
W121,P10,W121_V09_P10,W121_V10_P10,reordering
W122,P01,W122_V01_P01,W122_V02_P01,major_semantic
W122,P02,W122_V01_P02,W122_V02_P02,reordering
W122,P03,W122_V01_P03,W122_V02_P03,date_time
W122,P04,W122_V01_P04,W122_V02_P04,deletion
W122,P05,W122_V01_P05,W122_V02_P05,addition
W122,P06,W122_V01_P06,W122_V02_P06,requirement
W122,P07,W122_V01_P07,W122_V02_P07,policy
W122,P08,W122_V01_P08,W122_V02_P08,semantic
W122,P09,W122_V01_P09,W122_V02_P09,numeric
W122,P10,W122_V01_P10,W122_V02_P10,major_semantic
W122,P01,W122_V02_P01,W122_V03_P01,semantic
W122,P02,W122_V02_P02,W122_V03_P02,numeric
W122,P03,W122_V02_P03,W122_V03_P03,major_semantic
W122,P04,W122_V02_P04,W122_V03_P04,reordering
W122,P05,W122_V02_P05,W122_V03_P05,date_time
W122,P06,W122_V02_P06,W122_V03_P06,deletion
W122,P07,W122_V02_P07,W122_V03_P07,addition
W122,P08,W122_V02_P08,W122_V03_P08,requirement
W122,P09,W122_V02_P09,W122_V03_P09,policy
W122,P10,W122_V02_P10,W122_V03_P10,semantic
W122,P01,W122_V03_P01,W122_V04_P01,requirement
W122,P02,W122_V03_P02,W122_V04_P02,policy
W122,P03,W122_V03_P03,W122_V04_P03,semantic
W122,P04,W122_V03_P04,W122_V04_P04,numeric
W122,P05,W122_V03_P05,W122_V04_P05,major_semantic
W122,P06,W122_V03_P06,W122_V04_P06,reordering
W122,P07,W122_V03_P07,W122_V04_P07,date_time
W122,P08,W122_V03_P08,W122_V04_P08,deletion
W122,P09,W122_V03_P09,W122_V04_P09,addition
W122,P10,W122_V03_P10,W122_V04_P10,requirement
W122,P01,W122_V04_P01,W122_V05_P01,deletion
W122,P02,W122_V04_P02,W122_V05_P02,addition
W122,P03,W122_V04_P03,W122_V05_P03,requirement
W122,P04,W122_V04_P04,W122_V05_P04,policy
W122,P05,W122_V04_P05,W122_V05_P05,semantic
W122,P06,W122_V04_P06,W122_V05_P06,numeric
W122,P07,W122_V04_P07,W122_V05_P07,major_semantic
W122,P08,W122_V04_P08,W122_V05_P08,reordering
W122,P09,W122_V04_P09,W122_V05_P09,date_time
W122,P10,W122_V04_P10,W122_V05_P10,deletion
W122,P01,W122_V05_P01,W122_V06_P01,reordering
W122,P02,W122_V05_P02,W122_V06_P02,date_time
W122,P03,W122_V05_P03,W122_V06_P03,deletion
W122,P04,W122_V05_P04,W122_V06_P04,addition
W122,P05,W122_V05_P05,W122_V06_P05,requirement
W122,P06,W122_V05_P06,W122_V06_P06,policy
W122,P07,W122_V05_P07,W122_V06_P07,semantic
W122,P08,W122_V05_P08,W122_V06_P08,numeric
W122,P09,W122_V05_P09,W122_V06_P09,major_semantic
W122,P10,W122_V05_P10,W122_V06_P10,reordering
W122,P01,W122_V06_P01,W122_V07_P01,numeric
W122,P02,W122_V06_P02,W122_V07_P02,major_semantic
W122,P03,W122_V06_P03,W122_V07_P03,reordering
W122,P04,W122_V06_P04,W122_V07_P04,date_time
W122,P05,W122_V06_P05,W122_V07_P05,deletion
W122,P06,W122_V06_P06,W122_V07_P06,addition
W122,P07,W122_V06_P07,W122_V07_P07,requirement
W122,P08,W122_V06_P08,W122_V07_P08,policy
W122,P09,W122_V06_P09,W122_V07_P09,semantic
W122,P10,W122_V06_P10,W122_V07_P10,numeric
W122,P01,W122_V07_P01,W122_V08_P01,policy
W122,P02,W122_V07_P02,W122_V08_P02,semantic
W122,P03,W122_V07_P03,W122_V08_P03,numeric
W122,P04,W122_V07_P04,W122_V08_P04,major_semantic
W122,P05,W122_V07_P05,W122_V08_P05,reordering
W122,P06,W122_V07_P06,W122_V08_P06,date_time
W122,P07,W122_V07_P07,W122_V08_P07,deletion
W122,P08,W122_V07_P08,W122_V08_P08,addition
W122,P09,W122_V07_P09,W122_V08_P09,requirement
W122,P10,W122_V07_P10,W122_V08_P10,policy
W122,P01,W122_V08_P01,W122_V09_P01,addition
W122,P02,W122_V08_P02,W122_V09_P02,requirement
W122,P03,W122_V08_P03,W122_V09_P03,policy
W122,P04,W122_V08_P04,W122_V09_P04,semantic
W122,P05,W122_V08_P05,W122_V09_P05,numeric
W122,P06,W122_V08_P06,W122_V09_P06,major_semantic
W122,P07,W122_V08_P07,W122_V09_P07,reordering
W122,P08,W122_V08_P08,W122_V09_P08,date_time
W122,P09,W122_V08_P09,W122_V09_P09,deletion
W122,P10,W122_V08_P10,W122_V09_P10,addition
W122,P01,W122_V09_P01,W122_V10_P01,date_time
W122,P02,W122_V09_P02,W122_V10_P02,deletion
W122,P03,W122_V09_P03,W122_V10_P03,addition
W122,P04,W122_V09_P04,W122_V10_P04,requirement
W122,P05,W122_V09_P05,W122_V10_P05,policy
W122,P06,W122_V09_P06,W122_V10_P06,semantic
W122,P07,W122_V09_P07,W122_V10_P07,numeric
W122,P08,W122_V09_P08,W122_V10_P08,major_semantic
W122,P09,W122_V09_P09,W122_V10_P09,reordering
W122,P10,W122_V09_P10,W122_V10_P10,date_time
W123,P01,W123_V01_P01,W123_V02_P01,reordering
W123,P02,W123_V01_P02,W123_V02_P02,date_time
W123,P03,W123_V01_P03,W123_V02_P03,deletion
W123,P04,W123_V01_P04,W123_V02_P04,addition
W123,P05,W123_V01_P05,W123_V02_P05,requirement
W123,P06,W123_V01_P06,W123_V02_P06,policy
W123,P07,W123_V01_P07,W123_V02_P07,semantic
W123,P08,W123_V01_P08,W123_V02_P08,numeric
W123,P09,W123_V01_P09,W123_V02_P09,major_semantic
W123,P10,W123_V01_P10,W123_V02_P10,reordering
W123,P01,W123_V02_P01,W123_V03_P01,numeric
W123,P02,W123_V02_P02,W123_V03_P02,major_semantic
W123,P03,W123_V02_P03,W123_V03_P03,reordering
W123,P04,W123_V02_P04,W123_V03_P04,date_time
W123,P05,W123_V02_P05,W123_V03_P05,deletion
W123,P06,W123_V02_P06,W123_V03_P06,addition
W123,P07,W123_V02_P07,W123_V03_P07,requirement
W123,P08,W123_V02_P08,W123_V03_P08,policy
W123,P09,W123_V02_P09,W123_V03_P09,semantic
W123,P10,W123_V02_P10,W123_V03_P10,numeric
W123,P01,W123_V03_P01,W123_V04_P01,policy
W123,P02,W123_V03_P02,W123_V04_P02,semantic
W123,P03,W123_V03_P03,W123_V04_P03,numeric
W123,P04,W123_V03_P04,W123_V04_P04,major_semantic
