change_id,website_id,page_id,from_version,to_version,chunk_index,chunk_id_from,chunk_id_to,text_equal,text_similarity,status,embedding_affected,split
CHG011185,W125,P05,V03,V04,1,W125_V03_P05_C1,W125_V04_P05_C1,no,0.089552,modified,yes,train
CHG011185,W125,P05,V03,V04,2,W125_V03_P05_C2,W125_V04_P05_C2,no,0.168142,modified,yes,train
CHG011186,W125,P06,V03,V04,1,W125_V03_P06_C1,W125_V04_P06_C1,no,0.102819,modified,yes,train
CHG011186,W125,P06,V03,V04,2,W125_V03_P06_C2,W125_V04_P06_C2,no,0.647321,modified,yes,train
CHG011187,W125,P07,V03,V04,1,W125_V03_P07_C1,W125_V04_P07_C1,no,0.637288,modified,yes,train
CHG011187,W125,P07,V03,V04,2,W125_V03_P07_C2,W125_V04_P07_C2,no,0.416107,modified,yes,train
CHG011188,W125,P08,V03,V04,1,W125_V03_P08_C1,W125_V04_P08_C1,no,0.081633,modified,yes,train
CHG011188,W125,P08,V03,V04,2,W125_V03_P08_C2,W125_V04_P08_C2,no,0.204444,modified,yes,train
CHG011189,W125,P09,V03,V04,1,W125_V03_P09_C1,W125_V04_P09_C1,no,0.082051,modified,yes,train
CHG011189,W125,P09,V03,V04,2,W125_V03_P09_C2,W125_V04_P09_C2,no,0.193258,modified,yes,train
CHG011190,W125,P10,V03,V04,1,W125_V03_P10_C1,W125_V04_P10_C1,no,0.10052,modified,yes,train
CHG011190,W125,P10,V03,V04,2,W125_V03_P10_C2,W125_V04_P10_C2,no,0.207506,modified,yes,train
CHG011191,W125,P01,V04,V05,1,W125_V04_P01_C1,W125_V05_P01_C1,no,0.088586,modified,yes,train
CHG011191,W125,P01,V04,V05,2,W125_V04_P01_C2,W125_V05_P01_C2,no,0.16,modified,yes,train
CHG011192,W125,P02,V04,V05,1,W125_V04_P02_C1,W125_V05_P02_C1,no,0.080906,modified,yes,train
CHG011192,W125,P02,V04,V05,2,W125_V04_P02_C2,W125_V05_P02_C2,no,0.172185,modified,yes,train
CHG011193,W125,P03,V04,V05,1,W125_V04_P03_C1,W125_V05_P03_C1,no,0.089041,modified,yes,train
CHG011193,W125,P03,V04,V05,2,W125_V04_P03_C2,W125_V05_P03_C2,no,0.383929,modified,yes,train
CHG011194,W125,P04,V04,V05,1,W125_V04_P04_C1,W125_V05_P04_C1,no,0.679376,modified,yes,train
CHG011194,W125,P04,V04,V05,2,W125_V04_P04_C2,W125_V05_P04_C2,no,0.402685,modified,yes,train
CHG011195,W125,P05,V04,V05,1,W125_V04_P05_C1,W125_V05_P05_C1,no,0.140468,modified,yes,train
CHG011195,W125,P05,V04,V05,2,W125_V04_P05_C2,W125_V05_P05_C2,no,0.386813,modified,yes,train
CHG011196,W125,P06,V04,V05,1,W125_V04_P06_C1,W125_V05_P06_C1,no,0.083195,modified,yes,train
CHG011196,W125,P06,V04,V05,2,W125_V04_P06_C2,W125_V05_P06_C2,no,0.210291,modified,yes,train
CHG011197,W125,P07,V04,V05,1,W125_V04_P07_C1,W125_V05_P07_C1,no,0.101695,modified,yes,train
CHG011197,W125,P07,V04,V05,2,W125_V04_P07_C2,W125_V05_P07_C2,no,0.196868,modified,yes,train
CHG011198,W125,P08,V04,V05,1,W125_V04_P08_C1,W125_V05_P08_C1,no,0.085763,modified,yes,train
CHG011198,W125,P08,V04,V05,2,W125_V04_P08_C2,W125_V05_P08_C2,no,0.16408,modified,yes,train
CHG011199,W125,P09,V04,V05,1,W125_V04_P09_C1,W125_V05_P09_C1,no,0.08981,modified,yes,train
CHG011199,W125,P09,V04,V05,2,W125_V04_P09_C2,W125_V05_P09_C2,no,0.165919,modified,yes,train
CHG011200,W125,P10,V04,V05,1,W125_V04_P10_C1,W125_V05_P10_C1,no,0.085763,modified,yes,train
CHG011200,W125,P10,V04,V05,2,W125_V04_P10_C2,W125_V05_P10_C2,no,0.384787,modified,yes,train
CHG011201,W125,P01,V05,V06,1,W125_V05_P01_C1,W125_V06_P01_C1,no,0.67354,modified,yes,train
CHG011201,W125,P01,V05,V06,2,W125_V05_P01_C2,W125_V06_P01_C2,no,0.393736,modified,yes,train
CHG011202,W125,P02,V05,V06,1,W125_V05_P02_C1,W125_V06_P02_C1,no,0.099338,modified,yes,train
CHG011202,W125,P02,V05,V06,2,W125_V05_P02_C2,W125_V06_P02_C2,no,0.209354,modified,yes,train
CHG011203,W125,P03,V05,V06,1,W125_V05_P03_C1,W125_V06_P03_C1,no,0.671304,modified,yes,train
CHG011203,W125,P03,V05,V06,2,W125_V05_P03_C2,W125_V06_P03_C2,no,0.210762,modified,yes,train
CHG011204,W125,P04,V05,V06,1,W125_V05_P04_C1,W125_V06_P04_C1,no,0.086505,modified,yes,train
CHG011204,W125,P04,V05,V06,2,W125_V05_P04_C2,W125_V06_P04_C2,no,0.214286,modified,yes,train
CHG011205,W125,P05,V05,V06,1,W125_V05_P05_C1,W125_V06_P05_C1,no,0.091062,modified,yes,train
CHG011205,W125,P05,V05,V06,2,W125_V05_P05_C2,W125_V06_P05_C2,no,0.320175,modified,yes,train
CHG011206,W125,P06,V05,V06,1,W125_V05_P06_C1,W125_V06_P06_C1,no,0.083333,modified,yes,train
CHG011206,W125,P06,V05,V06,2,W125_V05_P06_C2,W125_V06_P06_C2,no,0.165548,modified,yes,train
CHG011207,W125,P07,V05,V06,1,W125_V05_P07_C1,W125_V06_P07_C1,no,0.103853,modified,yes,train
CHG011207,W125,P07,V05,V06,2,W125_V05_P07_C2,W125_V06_P07_C2,no,0.926174,modified,yes,train
CHG011208,W125,P08,V05,V06,1,W125_V05_P08_C1,W125_V06_P08_C1,no,0.098472,modified,yes,train
CHG011208,W125,P08,V05,V06,2,W125_V05_P08_C2,W125_V06_P08_C2,no,0.383073,modified,yes,train
CHG011209,W125,P09,V05,V06,1,W125_V05_P09_C1,W125_V06_P09_C1,no,0.100173,modified,yes,train
CHG011209,W125,P09,V05,V06,2,W125_V05_P09_C2,W125_V06_P09_C2,no,0.2049,modified,yes,train
CHG011210,W125,P10,V05,V06,1,W125_V05_P10_C1,W125_V06_P10_C1,no,0.101868,modified,yes,train
CHG011210,W125,P10,V05,V06,2,W125_V05_P10_C2,W125_V06_P10_C2,no,0.211236,modified,yes,train
CHG011211,W125,P01,V06,V07,1,W125_V06_P01_C1,W125_V07_P01_C1,no,0.090278,modified,yes,train
CHG011211,W125,P01,V06,V07,2,W125_V06_P01_C2,W125_V07_P01_C2,no,0.380313,modified,yes,train
CHG011212,W125,P02,V06,V07,1,W125_V06_P02_C1,W125_V07_P02_C1,no,0.084459,modified,yes,train
CHG011212,W125,P02,V06,V07,2,W125_V06_P02_C2,W125_V07_P02_C2,no,0.324444,modified,yes,train
CHG011213,W125,P03,V06,V07,1,W125_V06_P03_C1,W125_V07_P03_C1,no,0.091068,modified,yes,train
CHG011213,W125,P03,V06,V07,2,W125_V06_P03_C2,W125_V07_P03_C2,no,0.170022,modified,yes,train
CHG011214,W125,P04,V06,V07,1,W125_V06_P04_C1,W125_V07_P04_C1,no,0.593482,modified,yes,train
CHG011214,W125,P04,V06,V07,2,W125_V06_P04_C2,W125_V07_P04_C2,no,0.917226,modified,yes,train
CHG011215,W125,P05,V06,V07,1,W125_V06_P05_C1,W125_V07_P05_C1,no,0.416529,modified,yes,train
CHG011215,W125,P05,V06,V07,2,W125_V06_P05_C2,W125_V07_P05_C2,no,0.905077,modified,yes,train
CHG011216,W125,P06,V06,V07,1,W125_V06_P06_C1,W125_V07_P06_C1,no,0.095868,modified,yes,train
CHG011216,W125,P06,V06,V07,2,W125_V06_P06_C2,W125_V07_P06_C2,no,0.204444,modified,yes,train
CHG011217,W125,P07,V06,V07,1,W125_V06_P07_C1,W125_V07_P07_C1,no,0.518519,modified,yes,train
CHG011217,W125,P07,V06,V07,2,W125_V06_P07_C2,W125_V07_P07_C2,no,0.193258,modified,yes,train
CHG011218,W125,P08,V06,V07,1,W125_V06_P08_C1,W125_V07_P08_C1,no,0.60473,modified,yes,train
CHG011218,W125,P08,V06,V07,2,W125_V06_P08_C2,W125_V07_P08_C2,no,0.189845,modified,yes,train
CHG011219,W125,P09,V06,V07,1,W125_V06_P09_C1,W125_V07_P09_C1,no,0.081218,modified,yes,train
CHG011219,W125,P09,V06,V07,2,W125_V06_P09_C2,W125_V07_P09_C2,no,0.16408,modified,yes,train
CHG011220,W125,P10,V06,V07,1,W125_V06_P10_C1,W125_V07_P10_C1,no,0.098305,modified,yes,train
CHG011220,W125,P10,V06,V07,2,W125_V06_P10_C2,W125_V07_P10_C2,no,0.174497,modified,yes,train
CHG011221,W125,P01,V07,V08,1,W125_V07_P01_C1,W125_V08_P01_C1,no,0.097222,modified,yes,train
CHG011221,W125,P01,V07,V08,2,W125_V07_P01_C2,W125_V08_P01_C2,no,0.387528,modified,yes,train
CHG011222,W125,P02,V07,V08,1,W125_V07_P02_C1,W125_V08_P02_C1,no,0.099338,modified,yes,train
CHG011222,W125,P02,V07,V08,2,W125_V07_P02_C2,W125_V08_P02_C2,no,0.380313,modified,yes,train
CHG011223,W125,P03,V07,V08,1,W125_V07_P03_C1,W125_V08_P03_C1,no,0.623917,modified,yes,train
CHG011223,W125,P03,V07,V08,2,W125_V07_P03_C2,W125_V08_P03_C2,no,0.395556,modified,yes,train
CHG011224,W125,P04,V07,V08,1,W125_V07_P04_C1,W125_V08_P04_C1,no,0.696246,modified,yes,train
CHG011224,W125,P04,V07,V08,2,W125_V07_P04_C2,W125_V08_P04_C2,no,0.211236,modified,yes,train
CHG011225,W125,P05,V07,V08,1,W125_V07_P05_C1,W125_V08_P05_C1,no,0.101473,modified,yes,train
CHG011225,W125,P05,V07,V08,2,W125_V07_P05_C2,W125_V08_P05_C2,no,0.189845,modified,yes,train
CHG011226,W125,P06,V07,V08,1,W125_V07_P06_C1,W125_V08_P06_C1,no,0.0982,modified,yes,train
CHG011226,W125,P06,V07,V08,2,W125_V07_P06_C2,W125_V08_P06_C2,no,0.168514,modified,yes,train
CHG011227,W125,P07,V07,V08,1,W125_V07_P07_C1,W125_V08_P07_C1,no,0.091681,modified,yes,train
CHG011227,W125,P07,V07,V08,2,W125_V07_P07_C2,W125_V08_P07_C2,no,0.170404,modified,yes,train
CHG011228,W125,P08,V07,V08,1,W125_V07_P08_C1,W125_V08_P08_C1,no,0.108659,modified,yes,train
CHG011228,W125,P08,V07,V08,2,W125_V07_P08_C2,W125_V08_P08_C2,no,0.887417,modified,yes,train
CHG011229,W125,P09,V07,V08,1,W125_V07_P09_C1,W125_V08_P09_C1,no,0.101523,modified,yes,train
CHG011229,W125,P09,V07,V08,2,W125_V07_P09_C2,W125_V08_P09_C2,no,0.379464,modified,yes,train
CHG011230,W125,P10,V07,V08,1,W125_V07_P10_C1,W125_V08_P10_C1,no,0.385906,modified,yes,train
CHG011230,W125,P10,V07,V08,2,W125_V07_P10_C2,W125_V08_P10_C2,no,0.2049,modified,yes,train
CHG011231,W125,P01,V08,V09,1,W125_V08_P01_C1,W125_V09_P01_C1,no,0.085763,modified,yes,train
CHG011231,W125,P01,V08,V09,2,W125_V08_P01_C2,W125_V09_P01_C2,no,0.192825,modified,yes,train
CHG011232,W125,P02,V08,V09,1,W125_V08_P02_C1,W125_V09_P02_C1,no,0.625205,modified,yes,train
CHG011232,W125,P02,V08,V09,2,W125_V08_P02_C2,W125_V09_P02_C2,no,0.241611,modified,yes,train
CHG011233,W125,P03,V08,V09,1,W125_V08_P03_C1,W125_V09_P03_C1,no,0.088285,modified,yes,train
CHG011233,W125,P03,V08,V09,2,W125_V08_P03_C2,W125_V09_P03_C2,no,0.168142,modified,yes,train
CHG011234,W125,P04,V08,V09,1,W125_V08_P04_C1,W125_V09_P04_C1,no,0.085034,modified,yes,train
CHG011234,W125,P04,V08,V09,2,W125_V08_P04_C2,W125_V09_P04_C2,no,0.174497,modified,yes,train
CHG011235,W125,P05,V08,V09,1,W125_V08_P05_C1,W125_V09_P05_C1,no,0.08595,modified,yes,train
CHG011235,W125,P05,V08,V09,2,W125_V08_P05_C2,W125_V09_P05_C2,no,0.210762,modified,yes,train
CHG011236,W125,P06,V08,V09,1,W125_V08_P06_C1,W125_V09_P06_C1,no,0.09571,modified,yes,train
CHG011236,W125,P06,V08,V09,2,W125_V08_P06_C2,W125_V09_P06_C2,no,0.910714,modified,yes,train
CHG011237,W125,P07,V08,V09,1,W125_V08_P07_C1,W125_V09_P07_C1,no,0.087248,modified,yes,train
CHG011237,W125,P07,V08,V09,2,W125_V08_P07_C2,W125_V09_P07_C2,no,0.2,modified,yes,train
CHG011238,W125,P08,V08,V09,1,W125_V08_P08_C1,W125_V09_P08_C1,no,0.707483,modified,yes,train
CHG011238,W125,P08,V08,V09,2,W125_V08_P08_C2,W125_V09_P08_C2,no,0.195122,modified,yes,train
CHG011239,W125,P09,V08,V09,1,W125_V08_P09_C1,W125_V09_P09_C1,no,0.085763,modified,yes,train
CHG011239,W125,P09,V08,V09,2,W125_V08_P09_C2,W125_V09_P09_C2,no,0.209821,modified,yes,train
CHG011240,W125,P10,V08,V09,1,W125_V08_P10_C1,W125_V09_P10_C1,no,0.101523,modified,yes,train
CHG011240,W125,P10,V08,V09,2,W125_V08_P10_C2,W125_V09_P10_C2,no,0.204444,modified,yes,train
CHG011241,W125,P01,V09,V10,1,W125_V09_P01_C1,W125_V10_P01_C1,no,0.596252,modified,yes,train
CHG011241,W125,P01,V09,V10,2,W125_V09_P01_C2,W125_V10_P01_C2,no,0.165548,modified,yes,train
CHG011242,W125,P02,V09,V10,1,W125_V09_P02_C1,W125_V10_P02_C1,no,0.091503,modified,yes,train
CHG011242,W125,P02,V09,V10,2,W125_V09_P02_C2,W125_V10_P02_C2,no,0.393736,modified,yes,train
CHG011243,W125,P03,V09,V10,1,W125_V09_P03_C1,W125_V10_P03_C1,no,0.554992,modified,yes,train
CHG011243,W125,P03,V09,V10,2,W125_V09_P03_C2,W125_V10_P03_C2,no,0.879464,modified,yes,train
CHG011244,W125,P04,V09,V10,1,W125_V09_P04_C1,W125_V10_P04_C1,no,0.570458,modified,yes,train
CHG011244,W125,P04,V09,V10,2,W125_V09_P04_C2,W125_V10_P04_C2,no,0.391111,modified,yes,train
CHG011245,W125,P05,V09,V10,1,W125_V09_P05_C1,W125_V10_P05_C1,no,0.825871,modified,yes,train
CHG011245,W125,P05,V09,V10,2,W125_V09_P05_C2,W125_V10_P05_C2,no,0.386517,modified,yes,train
CHG011246,W125,P06,V09,V10,1,W125_V09_P06_C1,W125_V10_P06_C1,no,0.079602,modified,yes,train
CHG011246,W125,P06,V09,V10,2,W125_V09_P06_C2,W125_V10_P06_C2,no,0.200893,modified,yes,train
CHG011247,W125,P07,V09,V10,1,W125_V09_P07_C1,W125_V10_P07_C1,no,0.600337,modified,yes,train
CHG011247,W125,P07,V09,V10,2,W125_V09_P07_C2,W125_V10_P07_C2,no,0.382222,modified,yes,train
CHG011248,W125,P08,V09,V10,1,W125_V09_P08_C1,W125_V10_P08_C1,no,0.661017,modified,yes,train
CHG011248,W125,P08,V09,V10,2,W125_V09_P08_C2,W125_V10_P08_C2,no,0.172566,modified,yes,train
CHG011249,W125,P09,V09,V10,1,W125_V09_P09_C1,W125_V10_P09_C1,no,0.499139,modified,yes,train
CHG011249,W125,P09,V09,V10,2,W125_V09_P09_C2,W125_V10_P09_C2,no,0.2049,modified,yes,train
CHG011250,W125,P10,V09,V10,1,W125_V09_P10_C1,W125_V10_P10_C1,no,0.082616,modified,yes,train
CHG011250,W125,P10,V09,V10,2,W125_V09_P10_C2,W125_V10_P10_C2,no,0.568233,modified,yes,train
CHG011251,W126,P01,V01,V02,1,W126_V01_P01_C1,W126_V02_P01_C1,no,0.104348,modified,yes,train
CHG011251,W126,P01,V01,V02,2,W126_V01_P01_C2,W126_V02_P01_C2,no,0.910314,modified,yes,train
CHG011252,W126,P02,V01,V02,1,W126_V01_P02_C1,W126_V02_P02_C1,no,0.085809,modified,yes,train
CHG011252,W126,P02,V01,V02,2,W126_V01_P02_C2,W126_V02_P02_C2,no,0.702461,modified,yes,train
CHG011253,W126,P03,V01,V02,1,W126_V01_P03_C1,W126_V02_P03_C1,no,0.086356,modified,yes,train
CHG011253,W126,P03,V01,V02,2,W126_V01_P03_C2,W126_V02_P03_C2,no,0.713969,modified,yes,train
CHG011254,W126,P04,V01,V02,1,W126_V01_P04_C1,W126_V02_P04_C1,no,0.08981,modified,yes,train
CHG011254,W126,P04,V01,V02,2,W126_V01_P04_C2,W126_V02_P04_C2,no,0.822222,modified,yes,train
CHG011255,W126,P05,V01,V02,1,W126_V01_P05_C1,W126_V02_P05_C1,no,0.342762,modified,yes,train
CHG011255,W126,P05,V01,V02,2,W126_V01_P05_C2,W126_V02_P05_C2,no,0.654788,modified,yes,train
CHG011256,W126,P06,V01,V02,1,W126_V01_P06_C1,W126_V02_P06_C1,no,0.598662,modified,yes,train
CHG011256,W126,P06,V01,V02,2,W126_V01_P06_C2,W126_V02_P06_C2,no,0.889381,modified,yes,train
CHG011257,W126,P07,V01,V02,1,W126_V01_P07_C1,W126_V02_P07_C1,no,0.089194,modified,yes,train
CHG011257,W126,P07,V01,V02,2,W126_V01_P07_C2,W126_V02_P07_C2,no,0.888393,modified,yes,train
CHG011258,W126,P08,V01,V02,1,W126_V01_P08_C1,W126_V02_P08_C1,no,0.523077,modified,yes,train
CHG011258,W126,P08,V01,V02,2,W126_V01_P08_C2,W126_V02_P08_C2,no,0.725664,modified,yes,train
CHG011259,W126,P09,V01,V02,1,W126_V01_P09_C1,W126_V02_P09_C1,no,0.086655,modified,yes,train
CHG011259,W126,P09,V01,V02,2,W126_V01_P09_C2,W126_V02_P09_C2,no,0.714932,modified,yes,train
CHG011260,W126,P10,V01,V02,1,W126_V01_P10_C1,W126_V02_P10_C1,no,0.561404,modified,yes,train
CHG011260,W126,P10,V01,V02,2,W126_V01_P10_C2,W126_V02_P10_C2,no,0.892857,modified,yes,train
CHG011261,W126,P01,V02,V03,1,W126_V02_P01_C1,W126_V03_P01_C1,no,0.502582,modified,yes,train
CHG011261,W126,P01,V02,V03,2,W126_V02_P01_C2,W126_V03_P01_C2,no,0.675615,modified,yes,train
CHG011262,W126,P02,V02,V03,1,W126_V02_P02_C1,W126_V03_P02_C1,no,0.10231,modified,yes,train
CHG011262,W126,P02,V02,V03,2,W126_V02_P02_C2,W126_V03_P02_C2,no,0.170022,modified,yes,train
CHG011263,W126,P03,V02,V03,1,W126_V02_P03_C1,W126_V03_P03_C1,no,0.541958,modified,yes,train
CHG011263,W126,P03,V02,V03,2,W126_V02_P03_C2,W126_V03_P03_C2,no,0.886918,modified,yes,train
CHG011264,W126,P04,V02,V03,1,W126_V02_P04_C1,W126_V03_P04_C1,no,0.084063,modified,yes,train
CHG011264,W126,P04,V02,V03,2,W126_V02_P04_C2,W126_V03_P04_C2,no,0.910714,modified,yes,train
CHG011265,W126,P05,V02,V03,1,W126_V02_P05_C1,W126_V03_P05_C1,no,0.084034,modified,yes,train
CHG011265,W126,P05,V02,V03,2,W126_V02_P05_C2,W126_V03_P05_C2,no,0.884956,modified,yes,train
CHG011266,W126,P06,V02,V03,1,W126_V02_P06_C1,W126_V03_P06_C1,no,0.698145,modified,yes,train
CHG011266,W126,P06,V02,V03,2,W126_V02_P06_C2,W126_V03_P06_C2,no,0.886414,modified,yes,train
CHG011267,W126,P07,V02,V03,1,W126_V02_P07_C1,W126_V03_P07_C1,no,0.573883,modified,yes,train
CHG011267,W126,P07,V02,V03,2,W126_V02_P07_C2,W126_V03_P07_C2,no,0.714286,modified,yes,train
CHG011268,W126,P08,V02,V03,1,W126_V02_P08_C1,W126_V03_P08_C1,no,0.087413,modified,yes,train
CHG011268,W126,P08,V02,V03,2,W126_V02_P08_C2,W126_V03_P08_C2,no,0.819383,modified,yes,train
CHG011269,W126,P09,V02,V03,1,W126_V02_P09_C1,W126_V03_P09_C1,no,0.087719,modified,yes,train
CHG011269,W126,P09,V02,V03,2,W126_V02_P09_C2,W126_V03_P09_C2,no,0.171558,modified,yes,train
CHG011270,W126,P10,V02,V03,1,W126_V02_P10_C1,W126_V03_P10_C1,no,0.083333,modified,yes,train
CHG011270,W126,P10,V02,V03,2,W126_V02_P10_C2,W126_V03_P10_C2,no,0.647321,modified,yes,train
CHG011271,W126,P01,V03,V04,1,W126_V03_P01_C1,W126_V04_P01_C1,no,0.615652,modified,yes,train
CHG011271,W126,P01,V03,V04,2,W126_V03_P01_C2,W126_V04_P01_C2,no,0.896396,modified,yes,train
CHG011272,W126,P02,V03,V04,1,W126_V03_P02_C1,W126_V04_P02_C1,no,0.084317,modified,yes,train
CHG011272,W126,P02,V03,V04,2,W126_V03_P02_C2,W126_V04_P02_C2,no,0.893333,modified,yes,train
CHG011273,W126,P03,V03,V04,1,W126_V03_P03_C1,W126_V04_P03_C1,no,0.102837,modified,yes,train
CHG011273,W126,P03,V03,V04,2,W126_V03_P03_C2,W126_V04_P03_C2,no,0.897321,modified,yes,train
CHG011274,W126,P04,V03,V04,1,W126_V03_P04_C1,W126_V04_P04_C1,no,0.589474,modified,yes,train
CHG011274,W126,P04,V03,V04,2,W126_V03_P04_C2,W126_V04_P04_C2,no,0.725225,modified,yes,train
CHG011275,W126,P05,V03,V04,1,W126_V03_P05_C1,W126_V04_P05_C1,no,0.088586,modified,yes,train
CHG011275,W126,P05,V03,V04,2,W126_V03_P05_C2,W126_V04_P05_C2,no,0.824834,modified,yes,train
CHG011276,W126,P06,V03,V04,1,W126_V03_P06_C1,W126_V04_P06_C1,no,0.08769,modified,yes,train
CHG011276,W126,P06,V03,V04,2,W126_V03_P06_C2,W126_V04_P06_C2,no,0.164444,modified,yes,train
CHG011277,W126,P07,V03,V04,1,W126_V03_P07_C1,W126_V04_P07_C1,no,0.086207,modified,yes,train
CHG011277,W126,P07,V03,V04,2,W126_V03_P07_C2,W126_V04_P07_C2,no,0.383929,modified,yes,train
CHG011278,W126,P08,V03,V04,1,W126_V03_P08_C1,W126_V04_P08_C1,no,0.590909,modified,yes,train
CHG011278,W126,P08,V03,V04,2,W126_V03_P08_C2,W126_V04_P08_C2,no,0.72,modified,yes,train
CHG011279,W126,P09,V03,V04,1,W126_V03_P09_C1,W126_V04_P09_C1,no,0.573944,modified,yes,train
CHG011279,W126,P09,V03,V04,2,W126_V03_P09_C2,W126_V04_P09_C2,no,0.928251,modified,yes,train
CHG011280,W126,P10,V03,V04,1,W126_V03_P10_C1,W126_V04_P10_C1,no,0.107639,modified,yes,train
CHG011280,W126,P10,V03,V04,2,W126_V03_P10_C2,W126_V04_P10_C2,no,0.729306,modified,yes,train
CHG011281,W126,P01,V04,V05,1,W126_V04_P01_C1,W126_V05_P01_C1,no,0.539683,modified,yes,train
CHG011281,W126,P01,V04,V05,2,W126_V04_P01_C2,W126_V05_P01_C2,no,0.903371,modified,yes,train
CHG011282,W126,P02,V04,V05,1,W126_V04_P02_C1,W126_V05_P02_C1,no,0.085179,modified,yes,train
CHG011282,W126,P02,V04,V05,2,W126_V04_P02_C2,W126_V05_P02_C2,no,0.847007,modified,yes,train
CHG011283,W126,P03,V04,V05,1,W126_V04_P03_C1,W126_V05_P03_C1,no,0.088652,modified,yes,train
CHG011283,W126,P03,V04,V05,2,W126_V04_P03_C2,W126_V05_P03_C2,no,0.660714,modified,yes,train
CHG011284,W126,P04,V04,V05,1,W126_V04_P04_C1,W126_V05_P04_C1,no,0.094406,modified,yes,train
CHG011284,W126,P04,V04,V05,2,W126_V04_P04_C2,W126_V05_P04_C2,no,0.387387,modified,yes,train
CHG011285,W126,P05,V04,V05,1,W126_V04_P05_C1,W126_V05_P05_C1,no,0.090756,modified,yes,train
CHG011285,W126,P05,V04,V05,2,W126_V04_P05_C2,W126_V05_P05_C2,no,0.886414,modified,yes,train
CHG011286,W126,P06,V04,V05,1,W126_V04_P06_C1,W126_V05_P06_C1,no,0.114671,modified,yes,train
CHG011286,W126,P06,V04,V05,2,W126_V04_P06_C2,W126_V05_P06_C2,no,0.883002,modified,yes,train
CHG011287,W126,P07,V04,V05,1,W126_V04_P07_C1,W126_V05_P07_C1,no,0.08726,modified,yes,train
CHG011287,W126,P07,V04,V05,2,W126_V04_P07_C2,W126_V05_P07_C2,no,0.70852,modified,yes,train
CHG011288,W126,P08,V04,V05,1,W126_V04_P08_C1,W126_V05_P08_C1,no,0.083189,modified,yes,train
CHG011288,W126,P08,V04,V05,2,W126_V04_P08_C2,W126_V05_P08_C2,no,0.723214,modified,yes,train
CHG011289,W126,P09,V04,V05,1,W126_V04_P09_C1,W126_V05_P09_C1,no,0.086505,modified,yes,train
CHG011289,W126,P09,V04,V05,2,W126_V04_P09_C2,W126_V05_P09_C2,no,0.687225,modified,yes,train
CHG011290,W126,P10,V04,V05,1,W126_V04_P10_C1,W126_V05_P10_C1,no,0.082902,modified,yes,train
CHG011290,W126,P10,V04,V05,2,W126_V04_P10_C2,W126_V05_P10_C2,no,0.680089,modified,yes,train
CHG011291,W126,P01,V05,V06,1,W126_V05_P01_C1,W126_V06_P01_C1,no,0.102293,modified,yes,train
CHG011291,W126,P01,V05,V06,2,W126_V05_P01_C2,W126_V06_P01_C2,no,0.722838,modified,yes,train
CHG011292,W126,P02,V05,V06,1,W126_V05_P02_C1,W126_V06_P02_C1,no,0.756303,modified,yes,train
CHG011292,W126,P02,V05,V06,2,W126_V05_P02_C2,W126_V06_P02_C2,no,0.90625,modified,yes,train
CHG011293,W126,P03,V05,V06,1,W126_V05_P03_C1,W126_V06_P03_C1,no,0.615114,modified,yes,train
CHG011293,W126,P03,V05,V06,2,W126_V05_P03_C2,W126_V06_P03_C2,no,0.911504,modified,yes,train
CHG011294,W126,P04,V05,V06,1,W126_V05_P04_C1,W126_V06_P04_C1,no,0.108014,modified,yes,train
CHG011294,W126,P04,V05,V06,2,W126_V05_P04_C2,W126_V06_P04_C2,no,0.923077,modified,yes,train
CHG011295,W126,P05,V05,V06,1,W126_V05_P05_C1,W126_V06_P05_C1,no,0.097152,modified,yes,train
CHG011295,W126,P05,V05,V06,2,W126_V05_P05_C2,W126_V06_P05_C2,no,0.901786,modified,yes,train
CHG011296,W126,P06,V05,V06,1,W126_V05_P06_C1,W126_V06_P06_C1,no,0.083612,modified,yes,train
CHG011296,W126,P06,V05,V06,2,W126_V05_P06_C2,W126_V06_P06_C2,no,0.665198,modified,yes,train
CHG011297,W126,P07,V05,V06,1,W126_V05_P07_C1,W126_V06_P07_C1,no,0.08981,modified,yes,train
CHG011297,W126,P07,V05,V06,2,W126_V05_P07_C2,W126_V06_P07_C2,no,0.65625,modified,yes,train
CHG011298,W126,P08,V05,V06,1,W126_V05_P08_C1,W126_V06_P08_C1,no,0.089194,modified,yes,train
CHG011298,W126,P08,V05,V06,2,W126_V05_P08_C2,W126_V06_P08_C2,no,0.732143,modified,yes,train
CHG011299,W126,P09,V05,V06,1,W126_V05_P09_C1,W126_V06_P09_C1,no,0.08547,modified,yes,train
CHG011299,W126,P09,V05,V06,2,W126_V05_P09_C2,W126_V06_P09_C2,no,0.882483,modified,yes,train
CHG011300,W126,P10,V05,V06,1,W126_V05_P10_C1,W126_V06_P10_C1,no,0.084459,modified,yes,train
CHG011300,W126,P10,V05,V06,2,W126_V05_P10_C2,W126_V06_P10_C2,no,0.893333,modified,yes,train
CHG011301,W126,P01,V06,V07,1,W126_V06_P01_C1,W126_V07_P01_C1,no,0.091711,modified,yes,train
CHG011301,W126,P01,V06,V07,2,W126_V06_P01_C2,W126_V07_P01_C2,no,0.730512,modified,yes,train
CHG011302,W126,P02,V06,V07,1,W126_V06_P02_C1,W126_V07_P02_C1,no,0.083333,modified,yes,train
CHG011302,W126,P02,V06,V07,2,W126_V06_P02_C2,W126_V07_P02_C2,no,0.90625,modified,yes,train
